Year,Region,Technology,value
2020,FR,CoalPowerPlant,344.9752951914666
2030,FR,CoalPowerPlant,98.25044411290122
2020,UK,CoalPowerPlant,879.8692354570912
2020,FR,GasPowerPlant,140.86745346040004
2030,FR,GasPowerPlant,46.43413949028911
2040,FR,GasPowerPlant,24.398098692159266
2020,NO,GasPowerPlant,851.3932593827025
2030,NO,GasPowerPlant,1017.9536996652828
2040,NO,GasPowerPlant,179.45434309996693
2020,UK,GasPowerPlant,17.87890872691969
2030,UK,GasPowerPlant,7.40237953825333
2020,FR,CoalCHPPlant,2759.526234091762
2030,FR,CoalCHPPlant,1671.1617076425803
2040,FR,CoalCHPPlant,708.5073366175134
2020,DK,CoalCHPPlant,184.6616
2020,UK,CoalCHPPlant,6948.934518790896
2030,UK,CoalCHPPlant,4244.626279154523
2040,UK,CoalCHPPlant,2989.077324218896
2020,DE,GasCHPPlant,7238.626126060112
2030,DE,GasCHPPlant,5836.626239554262
2040,DE,GasCHPPlant,2008.998575868232
2050,DE,GasCHPPlant,15.076567493372242
2020,FR,GasCHPPlant,288.140653133815
2030,FR,GasCHPPlant,162.43386983795148
2040,FR,GasCHPPlant,101.23408958184314
2020,NO,GasCHPPlant,431.8781436732753
2030,NO,GasCHPPlant,248.90020638582564
2040,NO,GasCHPPlant,162.705248362
2020,DK,GasCHPPlant,604.5844966720144
2030,DK,GasCHPPlant,357.56640000000004
2040,DK,GasCHPPlant,158.50998000000004
2020,UK,GasCHPPlant,114.70011866559409
2030,UK,GasCHPPlant,186.95930739144814
2040,UK,GasCHPPlant,94.25624513707626
2030,NO,GasPowerPlantCC,14.931975836900007
2040,NO,GasPowerPlantCC,8.255699891299992
2020,FR,CoalCHPPlantCC,72.20823999999998
2030,FR,CoalCHPPlantCC,45.50239896526659
2040,FR,CoalCHPPlantCC,21.611040670310697
2020,UK,CoalCHPPlantCC,135.6932479001377
2030,UK,CoalCHPPlantCC,130.3609733170753
2040,UK,CoalCHPPlantCC,94.08349551277954
2020,DE,GasCHPPlantCC,0.11975550567541263
2030,DE,GasCHPPlantCC,119.61811926286133
2040,DE,GasCHPPlantCC,306.8830609516289
2050,DE,GasCHPPlantCC,280.9017539094631
2030,FR,GasCHPPlantCC,31.16936194930257
2040,FR,GasCHPPlantCC,91.4866600095885
2050,FR,GasCHPPlantCC,48.40505219755591
2020,NO,GasCHPPlantCC,22.276172176169972
2030,NO,GasCHPPlantCC,48.60940397430004
2040,NO,GasCHPPlantCC,39.90436525973374
2050,NO,GasCHPPlantCC,16.069344693579552
2020,DK,GasCHPPlantCC,61.52054039046757
2030,DK,GasCHPPlantCC,91.3324786927728
2040,DK,GasCHPPlantCC,116.45032499999988
2050,DK,GasCHPPlantCC,44.555801679361196
2030,UK,GasCHPPlantCC,33.404304078965936
2040,UK,GasCHPPlantCC,128.5713051484415
2050,UK,GasCHPPlantCC,84.878468026668
2020,DE,LPGCar,1199.8440000000007
2030,DE,LPGCar,1379.8206
2040,DE,LPGCar,1586.7936899999995
2020,FR,LPGCar,795.5019209718648
2030,FR,LPGCar,1008.8243096712391
2040,FR,LPGCar,1047.4300883563528
2050,FR,LPGCar,10.113012000000014
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999992
2040,NO,LPGCar,218.184132375
2020,DK,LPGCar,179.97660000000002
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.0190534999998
2020,UK,LPGCar,561.8449297496284
2030,UK,LPGCar,821.4129789780004
2040,UK,LPGCar,675.1858417471796
