Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,718.2377143322421
2040,UK,Battery,48,Power,220.7811420266247
2040,DK,Battery,111,Power,37.359995343858756
2020,DE,H2Tank,55,H2,37.23156222035332
2040,DE,Battery,5,Power,-0.0
2050,DE,PHS,54,Power,398.7676655391733
2050,UK,PHS,46,Power,149.29353495683907
2030,FR,H2Tank,75,H2,11.875
2050,DE,PHS,59,Power,441.6879008574586
2050,FR,PHS,13,Power,366.8497859226878
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,12.0
2050,DE,Battery,1,Power,279.3925934447278
2020,DK,Battery,114,Power,9.74974068426164
2040,UK,Battery,23,Power,-0.0
2020,DE,Battery,112,Power,-0.0
2020,FR,H2Tank,98,H2,29.6828491123882
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,200.0
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,0.0
2030,DE,H2Tank,11,H2,2.4188781460771813
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,312.08520966413676
2040,FR,PHS,28,Power,-0.0
2050,NO,H2Tank,44,H2,18.61624949763158
2050,FR,Battery,93,Power,1071.4398600816637
2030,DE,PHS,92,Power,0.0
2040,UK,H2Tank,25,H2,0.0
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,20.862988545547687
2030,NO,H2Tank,118,H2,18.8789511985
2040,NO,Battery,103,Power,-0.0
2050,NO,H2Tank,87,H2,145.18056803228325
2030,FR,H2Tank,83,H2,44.29824561403509
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,23.03838208498337
2040,DK,Battery,105,Power,41.15067595718776
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,5.014206764703281
2030,DE,H2Tank,112,H2,11.04000650704429
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,3.390212759329379
2050,UK,H2Tank,7,H2,51.64048703960426
2020,NO,PHS,33,Power,-0.0
2050,FR,PHS,74,Power,568.8943221334872
2030,DK,Battery,21,Power,-0.0
2030,FR,Battery,119,Power,75.00750075007501
2030,NO,PHS,40,Power,-0.0
2020,DE,PHS,80,Power,-0.0
2020,UK,Battery,78,Power,5.015209756502483
2040,UK,PHS,58,Power,-0.0
2030,UK,H2Tank,79,H2,12.0
2050,NO,PHS,1,Power,440.7264705882353
2030,DK,PHS,28,Power,0.0
2020,DE,H2Tank,4,H2,24.279172293770362
2040,NO,PHS,113,Power,-0.0
2030,DK,H2Tank,20,H2,0.0
2050,DE,Battery,60,Power,444.6618241665439
2020,DE,Battery,40,Power,-0.0
2030,UK,H2Tank,80,H2,12.0
2020,NO,PHS,7,Power,-0.0
2050,FR,H2Tank,40,H2,161.4858296513204
2050,DE,PHS,65,Power,492.9095698087454
2030,DK,Battery,15,Power,0.0
2040,DE,Battery,49,Power,0.0
2040,DK,PHS,120,Power,-0.0
2050,NO,PHS,98,Power,468.7526694730259
2040,UK,Battery,42,Power,197.7855642867112
2050,NO,H2Tank,93,H2,142.20863829717533
2040,DK,PHS,12,Power,0.0
2050,DK,H2Tank,65,H2,23.98574561403509
2040,DE,H2Tank,110,H2,4.149422836736166
2020,DK,Battery,86,Power,30.088886221134114
2050,DK,PHS,8,Power,83.57131219119836
2040,DK,Battery,36,Power,37.494680960446885
2030,DE,PHS,83,Power,-0.0
2050,FR,PHS,4,Power,458.8460960495196
2040,DK,H2Tank,104,H2,10.6875
2020,DK,Battery,60,Power,41.70928920365067
2050,DK,Battery,45,Power,27.257362238647993
2030,NO,Battery,1,Power,-0.0
2050,UK,H2Tank,11,H2,109.51265040472917
2040,UK,Battery,79,Power,113.36579679801858
2020,NO,H2Tank,91,H2,0.506604960799999
2030,DE,H2Tank,42,H2,13.157894736842104
2020,NO,PHS,103,Power,-0.0
2050,FR,Battery,106,Power,1077.5340256845404
2030,DK,PHS,59,Power,0.0
2030,DE,PHS,76,Power,-0.0
2030,NO,Battery,28,Power,-0.0
2030,UK,Battery,25,Power,-0.0
2050,FR,H2Tank,68,H2,148.60197368421052
2040,DE,PHS,55,Power,-0.0
2020,FR,PHS,79,Power,-0.0
2050,NO,H2Tank,54,H2,45.4773321972316
2020,DK,PHS,19,Power,0.0
2050,FR,PHS,27,Power,235.184756720715
2030,UK,Battery,110,Power,61.271382397906585
2030,UK,PHS,69,Power,-0.0
2020,NO,Battery,97,Power,-0.0
2030,DK,H2Tank,84,H2,0.0
2030,NO,Battery,105,Power,-0.0
2040,NO,PHS,46,Power,-0.0
2040,UK,H2Tank,46,H2,17.798070062859203
2020,DE,H2Tank,61,H2,31.268079432631577
2030,UK,H2Tank,81,H2,12.0
2030,FR,Battery,115,Power,75.03751125262549
2050,FR,H2Tank,11,H2,127.64175101380536
2030,DK,H2Tank,58,H2,0.0
2020,FR,PHS,114,Power,-0.0
2020,UK,Battery,103,Power,5.002686766211856
2030,NO,H2Tank,61,H2,33.29314636530563
2040,FR,H2Tank,96,H2,8.548049965839253
2020,NO,Battery,17,Power,-0.0
2020,FR,Battery,86,Power,49.97000749900008
2020,FR,PHS,108,Power,-0.0
2040,NO,PHS,99,Power,-0.0
2040,UK,Battery,50,Power,220.7369880060308
2050,DK,H2Tank,81,H2,40.0
2040,DK,H2Tank,7,H2,11.0625
2040,DK,Battery,106,Power,41.14656088959204
2030,FR,Battery,68,Power,62.85135621708244
2050,UK,Battery,47,Power,228.25472256269353
2040,DE,H2Tank,98,H2,0.0
2050,NO,PHS,92,Power,471.5750556052539
2050,FR,PHS,83,Power,623.5253347703132
2030,NO,PHS,110,Power,-0.0
2040,FR,PHS,87,Power,-0.0
2030,DK,H2Tank,66,H2,0.0
2020,FR,PHS,60,Power,-0.0
2020,NO,Battery,49,Power,-0.0
2040,NO,PHS,59,Power,-0.0
2030,DK,PHS,66,Power,0.0
2030,DE,H2Tank,49,H2,0.0
2050,FR,Battery,55,Power,704.0980199881786
2030,NO,H2Tank,60,H2,35.84361673951616
2020,FR,PHS,80,Power,-0.0
2040,NO,PHS,51,Power,-0.0
2020,FR,PHS,93,Power,-0.0
2040,NO,H2Tank,106,H2,31.59700392077284
2020,DK,H2Tank,88,H2,0.0
2050,FR,H2Tank,76,H2,80.83633402386907
2050,DK,PHS,49,Power,63.758554601600366
2040,FR,Battery,30,Power,8.011348480343965
2030,UK,PHS,5,Power,-0.0
2050,DK,H2Tank,41,H2,22.530342778070178
2030,FR,Battery,101,Power,138.4156798902212
2030,UK,Battery,8,Power,47.85899032395819
2030,NO,PHS,19,Power,-0.0
2030,DK,H2Tank,10,H2,0.0
2020,DE,Battery,70,Power,-0.0
2030,FR,H2Tank,106,H2,44.788702385175476
2050,NO,PHS,31,Power,238.82290229436157
2040,FR,H2Tank,29,H2,21.95827909452449
2050,UK,PHS,56,Power,177.67265930318896
2040,UK,H2Tank,4,H2,22.125
2050,NO,PHS,80,Power,463.75063439215
2050,DE,Battery,80,Power,558.8410709965553
2020,DK,Battery,101,Power,18.840384649658443
2050,NO,H2Tank,114,H2,59.85381200328022
2050,FR,Battery,3,Power,477.7147656931593
2020,NO,H2Tank,46,H2,0.20559964905375022
2040,DE,Battery,102,Power,77.35024989649227
2040,FR,H2Tank,16,H2,19.410112927189054
2040,DE,Battery,7,Power,0.0
2050,NO,Battery,106,Power,13.43492200000416
2050,NO,PHS,4,Power,412.9614864445677
2040,UK,H2Tank,77,H2,21.375
2040,DE,Battery,78,Power,25.31761297037769
2030,NO,Battery,112,Power,-0.0
2040,FR,H2Tank,114,H2,16.570249231254863
2020,FR,H2Tank,105,H2,40.0
2020,NO,PHS,75,Power,-0.0
2050,FR,PHS,111,Power,504.5225827481454
2050,NO,Battery,12,Power,6.979321430736
2040,DE,Battery,72,Power,5.123211558337579
2040,NO,H2Tank,29,H2,36.20173634
2040,NO,H2Tank,73,H2,40.01246629214571
2020,UK,H2Tank,28,H2,-0.0
2030,DE,PHS,77,Power,-0.0
2030,DK,PHS,21,Power,0.0
2030,NO,Battery,119,Power,-0.0
2030,DE,H2Tank,79,H2,69.1100154042
2040,NO,H2Tank,21,H2,-0.0
2040,UK,Battery,97,Power,215.24961169214006
2050,DE,H2Tank,72,H2,39.78420223791301
2050,DK,H2Tank,55,H2,40.0
2040,FR,H2Tank,52,H2,43.372430625231296
2050,NO,PHS,72,Power,413.2335780607499
2020,UK,H2Tank,112,H2,5.0
2020,DK,Battery,20,Power,-0.0
2050,UK,PHS,25,Power,98.18782721370974
2040,DK,PHS,29,Power,0.0
2040,DK,Battery,63,Power,48.77244567911448
2040,NO,Battery,42,Power,-0.0
2030,DK,Battery,33,Power,19.85556675407388
2020,DE,PHS,103,Power,-0.0
2030,DE,PHS,53,Power,-0.0
2030,NO,Battery,11,Power,-0.0
2030,NO,PHS,25,Power,-0.0
2030,UK,H2Tank,95,H2,-0.0
2020,FR,H2Tank,86,H2,37.02609580228294
2040,DK,PHS,7,Power,0.0
2030,UK,Battery,6,Power,47.86856355798414
2030,DK,Battery,70,Power,20.44934755769914
2040,UK,PHS,101,Power,-0.0
2030,UK,PHS,6,Power,-0.0
2030,UK,H2Tank,88,H2,3.1578947368421053
2030,UK,Battery,98,Power,102.53809460237169
2050,DE,H2Tank,93,H2,175.0
2040,UK,PHS,4,Power,-0.0
2030,FR,H2Tank,49,H2,0.0
2050,NO,Battery,13,Power,6.978623498592927
2030,UK,H2Tank,26,H2,0.0
2050,UK,H2Tank,58,H2,130.0
2040,NO,Battery,24,Power,-0.0
2030,DE,H2Tank,9,H2,2.4188781460771813
2050,DK,PHS,77,Power,103.43509166694089
2020,DE,PHS,118,Power,-0.0
2040,NO,H2Tank,42,H2,27.098288867894734
2020,DE,H2Tank,18,H2,-0.0
2050,NO,Battery,71,Power,7.52388514906629
2030,UK,Battery,57,Power,103.73439699540603
2020,DE,PHS,113,Power,-0.0
2050,DK,H2Tank,103,H2,40.0
2050,UK,H2Tank,71,H2,27.412280701754387
2050,DE,PHS,67,Power,509.9152435786977
2020,NO,H2Tank,28,H2,0.20559964905375022
2050,DE,PHS,101,Power,611.5148024092714
2020,UK,H2Tank,99,H2,2.6296486278807327
2050,DK,PHS,119,Power,100.10010010010011
2050,FR,PHS,92,Power,553.5189677460602
2050,DE,PHS,52,Power,381.5393627252611
2050,UK,H2Tank,72,H2,13.706140350877194
2040,UK,H2Tank,91,H2,6.31578947368421
2020,UK,Battery,64,Power,-0.0
2030,DK,PHS,41,Power,0.0
2050,FR,PHS,62,Power,485.17789534242837
2040,DK,H2Tank,93,H2,6.823860934759691
2050,DK,PHS,114,Power,100.60210561262528
2030,NO,PHS,119,Power,-0.0
2050,NO,Battery,116,Power,7.5455010005709235
2040,FR,H2Tank,28,H2,6.138744294162249
2020,DK,Battery,71,Power,18.683562413467484
2030,DK,H2Tank,70,H2,0.0
2040,DK,H2Tank,69,H2,8.223684210526315
2030,DK,Battery,79,Power,57.695632621130805
2050,DK,H2Tank,97,H2,28.986322698273856
2020,DE,PHS,115,Power,-0.0
2030,DK,H2Tank,3,H2,0.0
2020,NO,PHS,86,Power,-0.0
2020,DK,Battery,88,Power,30.082868744778757
2030,NO,PHS,93,Power,-0.0
2030,NO,H2Tank,27,H2,0.24720267326243378
2030,UK,H2Tank,39,H2,5.768262287192984
2040,DE,H2Tank,59,H2,130.0
2030,DK,Battery,82,Power,74.64530431206083
2050,DK,Battery,48,Power,0.0
2030,DK,PHS,100,Power,0.0
2020,NO,Battery,92,Power,-0.0
2040,DE,Battery,13,Power,0.0
2030,FR,PHS,8,Power,-0.0
2030,DK,PHS,54,Power,0.0
2020,NO,H2Tank,72,H2,0.20559964905375022
2020,UK,PHS,108,Power,-0.0
2040,DE,PHS,98,Power,-0.0
2020,UK,PHS,41,Power,-0.0
2040,DK,Battery,57,Power,37.95406867637431
2020,NO,PHS,117,Power,-0.0
2030,UK,PHS,67,Power,-0.0
2020,FR,PHS,89,Power,-0.0
2020,NO,PHS,85,Power,-0.0
2030,FR,Battery,28,Power,-0.0
2040,NO,Battery,20,Power,-0.0
2020,UK,PHS,72,Power,-0.0
2040,DE,PHS,86,Power,-0.0
2050,DE,Battery,42,Power,106.22942285156395
2030,UK,Battery,67,Power,52.36211617245121
2040,FR,Battery,66,Power,186.4824049589903
2030,DK,H2Tank,101,H2,0.0
2040,NO,PHS,106,Power,-0.0
2020,UK,H2Tank,116,H2,5.0
2050,DE,H2Tank,28,H2,47.38963040939708
2050,DK,H2Tank,87,H2,40.0
2040,DE,Battery,50,Power,0.0
2020,DE,Battery,64,Power,-0.0
2040,UK,Battery,30,Power,57.29337353363262
2020,NO,PHS,20,Power,-0.0
2020,UK,Battery,101,Power,5.003687453665715
2020,UK,PHS,96,Power,-0.0
2050,DK,Battery,99,Power,163.41162578877345
2030,NO,PHS,10,Power,-0.0
2040,NO,PHS,82,Power,-0.0
2040,DE,Battery,15,Power,0.0
2040,DE,H2Tank,106,H2,40.212122982701075
2030,DE,H2Tank,71,H2,0.0
2050,UK,PHS,71,Power,219.71250535779254
2030,DE,PHS,87,Power,-0.0
2040,DE,Battery,76,Power,23.07462066853773
2030,UK,H2Tank,20,H2,1.754385964912282
2050,UK,Battery,40,Power,228.41456479898787
2030,DE,Battery,81,Power,30.42506313588916
2040,NO,H2Tank,22,H2,-0.0
2050,UK,H2Tank,76,H2,47.46882640391665
2050,FR,PHS,21,Power,285.7678278324029
2040,NO,PHS,24,Power,0.0
2050,DE,H2Tank,45,H2,20.559210526315788
2020,FR,PHS,110,Power,-0.0
2030,DE,H2Tank,3,H2,35.0
2040,UK,H2Tank,53,H2,18.450803111075793
2040,UK,PHS,112,Power,-0.0
2020,NO,Battery,69,Power,-0.0
2020,DK,Battery,69,Power,29.82598968909692
2040,DE,Battery,71,Power,32.635447913128885
2040,FR,Battery,104,Power,399.96
2040,DK,Battery,14,Power,8.159311431143117
2020,DE,PHS,18,Power,-0.0
2020,FR,H2Tank,4,H2,13.964902320259567
2020,FR,Battery,75,Power,20.896605041944152
2050,FR,H2Tank,84,H2,200.0
2040,DE,Battery,9,Power,-0.0
2020,DE,PHS,85,Power,-0.0
2030,DK,H2Tank,91,H2,0.0
2040,UK,Battery,112,Power,200.16007202400652
2020,DE,H2Tank,101,H2,29.704675461
2020,NO,Battery,9,Power,-0.0
2020,DK,PHS,35,Power,0.0
2050,FR,H2Tank,82,H2,200.0
2020,DK,H2Tank,1,H2,0.0
2030,NO,Battery,118,Power,-0.0
2050,FR,PHS,100,Power,510.10577444884177
2050,DE,Battery,3,Power,211.64715086266546
2040,NO,Battery,62,Power,0.0
2040,FR,H2Tank,54,H2,89.47700207402934
2030,DE,H2Tank,83,H2,50.70659641219443
2050,DE,PHS,5,Power,538.2999940618113
2020,FR,PHS,50,Power,-0.0
2050,FR,H2Tank,2,H2,100.0
2020,NO,H2Tank,10,H2,0.20559964905375022
2030,DE,Battery,120,Power,30.306630561572547
2020,NO,H2Tank,113,H2,0.506604960799999
2040,FR,H2Tank,30,H2,45.01056481892351
2050,DE,Battery,110,Power,279.7001097765628
2050,NO,H2Tank,76,H2,77.3282959378791
2030,NO,PHS,105,Power,-0.0
2030,UK,H2Tank,31,H2,11.399999999999999
2030,UK,H2Tank,33,H2,8.842105263157894
2040,DK,Battery,104,Power,41.15479143633138
2020,DK,H2Tank,42,H2,0.0
2020,DE,Battery,52,Power,-0.0
2050,DK,H2Tank,39,H2,29.383412953508774
2040,DE,Battery,107,Power,77.31158250579558
2050,NO,Battery,30,Power,-0.0
2050,NO,Battery,87,Power,13.460473896034229
2020,DK,H2Tank,48,H2,0.0
2030,FR,H2Tank,64,H2,27.63157894736841
2040,DK,PHS,40,Power,0.0
2050,NO,H2Tank,59,H2,120.65484551547777
2030,UK,Battery,20,Power,0.35960130568612336
2040,DE,H2Tank,100,H2,20.98278585883442
2020,NO,Battery,80,Power,-0.0
2020,DK,Battery,30,Power,2.4343280449091527
2030,FR,PHS,1,Power,-0.0
2040,NO,Battery,85,Power,-0.0
2040,UK,PHS,102,Power,-0.0
2050,FR,H2Tank,51,H2,53.890889349246045
2040,FR,H2Tank,46,H2,19.663298477651303
2040,NO,Battery,31,Power,-0.0
2020,DE,H2Tank,33,H2,18.627750757917205
2020,DE,Battery,32,Power,-0.0
2040,NO,Battery,57,Power,-0.0
2050,UK,PHS,79,Power,241.87711276671544
2030,DE,H2Tank,87,H2,20.802102676286335
2020,UK,Battery,77,Power,5.0157113276352465
2020,DK,Battery,72,Power,8.947797623300211
2020,UK,Battery,26,Power,-0.0
2020,FR,PHS,105,Power,-0.0
2050,DK,Battery,90,Power,234.27149620806108
2030,UK,H2Tank,61,H2,9.828232732820362
2020,NO,Battery,34,Power,-0.0
2040,DE,H2Tank,69,H2,48.73511133438597
2040,DK,Battery,5,Power,30.65035552539055
2040,UK,PHS,92,Power,-0.0
2050,DE,H2Tank,1,H2,87.5
2040,FR,H2Tank,95,H2,8.548049965839253
2030,DK,PHS,91,Power,0.0
2030,DK,PHS,94,Power,0.0
2040,FR,PHS,12,Power,-0.0
2040,NO,H2Tank,40,H2,28.74442172052631
2040,FR,H2Tank,115,H2,14.980034455436835
2030,DK,Battery,3,Power,37.31518799882573
2040,DE,Battery,45,Power,27.865081138485557
2020,UK,PHS,10,Power,-0.0
2040,UK,Battery,61,Power,275.9450768131501
2030,NO,PHS,79,Power,-0.0
2030,UK,H2Tank,21,H2,0.877192982456141
2020,FR,H2Tank,87,H2,37.02609580228294
2040,DK,Battery,31,Power,29.33500371101777
2030,DE,H2Tank,21,H2,-0.0
2030,UK,Battery,39,Power,42.4338535100719
2040,UK,H2Tank,114,H2,0.0
2050,DE,H2Tank,26,H2,0.0
2050,DE,PHS,105,Power,609.0724098430007
2050,UK,H2Tank,60,H2,130.0
2020,UK,H2Tank,47,H2,2.375
2050,UK,PHS,98,Power,204.45100734321585
2030,UK,PHS,15,Power,-0.0
2020,DK,Battery,117,Power,9.746816054538838
2020,DE,Battery,104,Power,-0.0
2020,NO,PHS,45,Power,-0.0
2040,DE,PHS,49,Power,-0.0
2020,DK,H2Tank,23,H2,0.0
2040,DE,PHS,100,Power,-0.0
2030,UK,PHS,61,Power,-0.0
2030,DE,PHS,40,Power,-0.0
2030,NO,H2Tank,47,H2,-0.0
2040,DK,Battery,77,Power,0.017403242599810465
2050,NO,PHS,18,Power,284.48778168595163
2020,UK,PHS,14,Power,-0.0
2040,FR,H2Tank,5,H2,50.0
2030,DK,Battery,87,Power,42.39027406316631
2050,DE,Battery,44,Power,106.2081780292879
2050,FR,Battery,100,Power,1050.2499252816453
2050,UK,PHS,73,Power,225.27030005958233
2040,NO,PHS,83,Power,-0.0
2040,NO,Battery,19,Power,-0.0
2020,NO,Battery,70,Power,-0.0
2040,NO,H2Tank,34,H2,36.20173634
2040,UK,PHS,47,Power,-0.0
2030,FR,Battery,81,Power,150.0
2050,UK,H2Tank,17,H2,102.58771929824562
2050,NO,Battery,58,Power,7.930736769120263
2020,UK,H2Tank,51,H2,-0.0
2040,UK,H2Tank,109,H2,15.789473684210526
2030,FR,PHS,63,Power,-0.0
2050,UK,PHS,45,Power,146.43997493177085
2040,FR,H2Tank,90,H2,35.685276874169126
2020,NO,PHS,49,Power,-0.0
2040,DE,PHS,111,Power,-0.0
2020,UK,H2Tank,102,H2,5.0
2030,NO,PHS,63,Power,-0.0
2040,UK,Battery,38,Power,197.8646982949387
2040,DK,H2Tank,28,H2,7.125
2050,NO,H2Tank,105,H2,73.56232051302428
2050,DK,Battery,46,Power,27.254636502424127
2020,DK,PHS,2,Power,0.0
2050,DK,Battery,118,Power,143.23470722969859
2030,DE,Battery,24,Power,-0.0
2040,DE,PHS,60,Power,-0.0
2030,DK,PHS,25,Power,0.0
2020,DK,PHS,71,Power,0.0
2040,NO,Battery,96,Power,-0.0
2050,UK,Battery,74,Power,563.2522591431074
2020,DE,H2Tank,119,H2,29.704675461
2020,DK,Battery,25,Power,-0.0
2030,NO,H2Tank,117,H2,16.438422459025002
2040,FR,PHS,119,Power,-0.0
2020,UK,PHS,12,Power,-0.0
2030,FR,Battery,15,Power,3.387501538191662
2050,UK,PHS,90,Power,220.78028958997487
2030,DK,Battery,75,Power,6.1782931182
2020,DK,PHS,85,Power,0.0
2040,FR,H2Tank,13,H2,44.75103728736931
2040,DK,PHS,38,Power,0.0
2020,FR,H2Tank,55,H2,32.95240282271476
2030,NO,PHS,27,Power,-0.0
2050,DK,H2Tank,26,H2,0.0
2030,UK,Battery,21,Power,0.0
2030,DK,H2Tank,115,H2,0.0
2020,UK,PHS,3,Power,-0.0
2050,DE,Battery,83,Power,524.133769592434
2040,DE,PHS,117,Power,-0.0
2040,UK,H2Tank,40,H2,7.894736842105263
2020,FR,H2Tank,25,H2,-0.0
2030,FR,PHS,26,Power,-0.0
2020,FR,Battery,79,Power,43.29412331648646
2040,UK,H2Tank,117,H2,7.912723885824998
2040,DE,Battery,51,Power,17.031711533305284
2030,DK,PHS,48,Power,0.0
2020,DE,PHS,22,Power,-0.0
2050,FR,PHS,61,Power,478.15605139382217
2020,FR,H2Tank,69,H2,10.526315789473685
2040,FR,PHS,115,Power,-0.0
2020,UK,PHS,33,Power,-0.0
2050,NO,H2Tank,97,H2,84.45995504434006
2030,UK,H2Tank,107,H2,6.666666666666671
2040,DK,Battery,55,Power,3.8239198444061877
2040,UK,PHS,80,Power,-0.0
2020,FR,Battery,56,Power,24.1777201116561
2040,UK,Battery,11,Power,161.4547921765654
2050,FR,H2Tank,61,H2,200.0
2020,NO,Battery,73,Power,-0.0
2030,FR,H2Tank,35,H2,50.0
2050,DE,PHS,25,Power,294.56348164112984
2050,DE,H2Tank,114,H2,94.89198387369737
2050,NO,PHS,2,Power,431.4622147058824
2020,UK,Battery,56,Power,1.4411422681888504
2030,DE,H2Tank,13,H2,2.4188781460771813
2030,UK,Battery,106,Power,147.43056619443604
2030,DK,PHS,83,Power,0.0
2020,DE,PHS,78,Power,-0.0
2020,FR,PHS,112,Power,-0.0
2030,FR,Battery,118,Power,75.01500225030003
2040,FR,H2Tank,37,H2,80.0693275741206
2040,UK,PHS,104,Power,-0.0
2020,NO,PHS,14,Power,-0.0
2020,UK,PHS,118,Power,-0.0
2030,DE,H2Tank,95,H2,2.38105004470739
2040,UK,PHS,54,Power,-0.0
2030,NO,H2Tank,12,H2,9.377390803019594
2050,FR,Battery,14,Power,369.9156655704564
2050,FR,H2Tank,79,H2,161.67266804773814
2040,UK,Battery,89,Power,215.42188889719105
2020,UK,Battery,37,Power,-0.0
2030,FR,PHS,31,Power,-0.0
2020,DK,H2Tank,113,H2,0.0
2050,FR,Battery,97,Power,1050.5650632847296
2030,DK,PHS,78,Power,0.0
2020,FR,H2Tank,45,H2,10.526315789473685
2030,NO,Battery,16,Power,-0.0
2030,UK,H2Tank,56,H2,12.0
2030,FR,PHS,15,Power,-0.0
2050,DE,PHS,104,Power,609.6820919349358
2030,DK,H2Tank,63,H2,0.0
2020,UK,Battery,4,Power,4.992191622994442
2020,DE,H2Tank,6,H2,24.279172293770362
2040,FR,H2Tank,81,H2,100.0
2030,DK,PHS,106,Power,0.0
2030,DE,PHS,91,Power,0.0
2040,UK,Battery,104,Power,300.3113757145163
2040,UK,Battery,51,Power,220.71491430723023
2020,DE,H2Tank,12,H2,2.402951717324869
2020,UK,Battery,91,Power,5.008693894248649
2030,NO,PHS,60,Power,-0.0
2020,DE,PHS,28,Power,-0.0
2030,DK,PHS,115,Power,0.0
2020,DK,H2Tank,89,H2,0.0
2050,DK,Battery,80,Power,268.34452558800825
2020,DK,Battery,38,Power,2.432381263948773
2050,DK,PHS,15,Power,69.3036827969884
