Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,944.3718350603297
2040,UK,Battery,48,Power,23.009468324082796
2040,DK,Battery,111,Power,113.40674933980382
2020,DE,H2Tank,55,H2,55.44222577307896
2040,DE,Battery,5,Power,76.83452680158904
2050,DE,PHS,54,Power,398.7676655391733
2050,UK,PHS,46,Power,147.4923191034995
2030,FR,H2Tank,75,H2,11.875
2050,DE,PHS,59,Power,441.6879008574586
2050,FR,PHS,13,Power,366.8497859226878
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,12.0
2050,DE,Battery,1,Power,466.4630703274459
2020,DK,Battery,114,Power,-0.0
2040,UK,Battery,23,Power,-0.0
2020,DE,Battery,112,Power,-0.0
2020,FR,H2Tank,98,H2,30.593698324138437
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,200.0
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,0.572023205439228
2030,DE,H2Tank,11,H2,35.0
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,506.70931363156467
2040,FR,PHS,28,Power,-0.0
2050,NO,H2Tank,44,H2,23.71053906990967
2050,FR,Battery,93,Power,1107.2445726368028
2030,DE,PHS,92,Power,-0.0
2040,UK,H2Tank,25,H2,7.894736842105263
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,-0.0
2030,NO,H2Tank,118,H2,10.108068303575
2040,NO,Battery,103,Power,0.0
2050,NO,H2Tank,87,H2,150.0
2030,FR,H2Tank,83,H2,42.8397750358935
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,31.82370751075
2040,DK,Battery,105,Power,113.47481721117722
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,30.098693774015153
2030,DE,H2Tank,112,H2,20.119883464860322
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,31.840041992627807
2050,UK,H2Tank,7,H2,65.0
2020,NO,PHS,33,Power,-0.0
