Year,Region,Technology,value
2020,DE,GasCHPPlant,3321.8195584251944
2030,DE,GasCHPPlant,1847.6663766031245
2040,DE,GasCHPPlant,1495.6434261972656
2050,DE,GasCHPPlant,384.30048378362517
2020,FR,GasPowerPlantCC,45.337924028639975
2030,FR,GasPowerPlantCC,40.83204487888767
2040,FR,GasPowerPlantCC,24.608692111047517
2020,NO,GasPowerPlantCC,1027.1277450434309
2030,NO,GasPowerPlantCC,908.7887769006028
2040,NO,GasPowerPlantCC,458.60029249930835
2020,FR,CoalCHPPlantCC,1564.211637208587
2030,FR,CoalCHPPlantCC,1082.683465815747
2040,FR,CoalCHPPlantCC,163.19810210921338
2020,DK,CoalCHPPlantCC,110.79695999999997
2020,UK,CoalCHPPlantCC,4469.684820920047
2030,UK,CoalCHPPlantCC,3264.101891402329
2040,UK,CoalCHPPlantCC,1114.8504105085372
2020,DE,GasCHPPlantCC,2573.004810086653
2030,DE,GasCHPPlantCC,2040.46006160212
2040,DE,GasCHPPlantCC,1484.1806422816385
2050,DE,GasCHPPlantCC,409.544860295645
2020,FR,GasCHPPlantCC,170.34599809420337
2030,FR,GasCHPPlantCC,266.8012839454629
2040,FR,GasCHPPlantCC,723.2181463635912
2050,FR,GasCHPPlantCC,290.5379441999999
2020,NO,GasCHPPlantCC,368.3446460109315
2030,NO,GasCHPPlantCC,390.16734492433324
2040,NO,GasCHPPlantCC,345.7758508739868
2050,NO,GasCHPPlantCC,103.68893430000007
2020,DK,GasCHPPlantCC,754.2265756238629
2030,DK,GasCHPPlantCC,1088.4878823702409
2040,DK,GasCHPPlantCC,998.0048772000001
2050,DK,GasCHPPlantCC,448.1392155873665
2020,UK,GasCHPPlantCC,121.41252495689835
2030,UK,GasCHPPlantCC,321.7685710966768
2040,UK,GasCHPPlantCC,1246.7906971728687
2050,UK,GasCHPPlantCC,449.8707340439221
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2020,FR,LPGCar,787.0455254320298
2030,FR,LPGCar,1042.695251665643
2040,FR,LPGCar,540.5081993741068
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.01905349999979
2020,UK,LPGCar,570.3164786261527
2030,UK,LPGCar,787.4651389522982
2040,UK,LPGCar,267.99267979054866
2020,FR,BECCS,-255.81572014963868
2030,FR,BECCS,-429.24577595000756
2040,FR,BECCS,-600.0
2050,FR,BECCS,-485.709012748
2030,NO,BECCS,-215.0
2040,NO,BECCS,-300.0
2050,NO,BECCS,-421.41723352825
2030,DK,BECCS,-211.46567300533334
2040,DK,BECCS,-230.0
2050,DK,BECCS,-390.0
2030,UK,BECCS,-400.14878295975154
2040,UK,BECCS,-600.0
2050,UK,BECCS,-305.0
