Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,845.6601725374796
2040,UK,Battery,48,Power,145.84943920583643
2040,DK,Battery,111,Power,24.424752464293448
2020,DE,H2Tank,55,H2,5.353153666571126
2040,DE,Battery,5,Power,0.0
2050,DE,PHS,54,Power,0.0
2050,UK,PHS,46,Power,-0.0
2030,FR,H2Tank,75,H2,11.875
2050,DE,PHS,59,Power,-0.0
2050,FR,PHS,13,Power,16.523658530731666
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,9.15
2050,DE,Battery,1,Power,574.6581757675926
2020,DK,Battery,114,Power,-0.0
2040,UK,Battery,23,Power,-0.0
2020,DE,Battery,112,Power,-0.0
2020,FR,H2Tank,98,H2,23.32759265029644
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,200.0
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,3.825761371847751
2030,DE,H2Tank,11,H2,2.0276500903271035
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,777.9287080671933
2040,FR,PHS,28,Power,-0.0
2050,NO,H2Tank,44,H2,104.48938859303605
2050,FR,Battery,93,Power,1093.6178604957902
2030,DE,PHS,92,Power,-0.0
2040,UK,H2Tank,25,H2,6.754112605194989
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,-0.0
2030,NO,H2Tank,118,H2,20.0
2040,NO,Battery,103,Power,-0.0
2050,NO,H2Tank,87,H2,150.0
2030,FR,H2Tank,83,H2,50.0
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,44.744999003899565
2040,DK,Battery,105,Power,25.4290579369636
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,50.0
2030,DE,H2Tank,112,H2,35.0
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,-0.0
2050,UK,H2Tank,7,H2,65.0
2020,NO,PHS,33,Power,-0.0
2050,FR,PHS,74,Power,18.652942421163225
2030,DK,Battery,21,Power,-0.0
2030,FR,Battery,119,Power,79.6367811857599
2030,NO,PHS,40,Power,-0.0
2020,DE,PHS,80,Power,-0.0
2020,UK,Battery,78,Power,32.03736792795659
2040,UK,PHS,58,Power,-0.0
2030,UK,H2Tank,79,H2,12.0
2050,NO,PHS,1,Power,-0.0
2030,DK,PHS,28,Power,0.0
2020,DE,H2Tank,4,H2,10.054288072039137
2040,NO,PHS,113,Power,-0.0
2030,DK,H2Tank,20,H2,0.0
2050,DE,Battery,60,Power,787.1489748825585
2020,DE,Battery,40,Power,-0.0
2030,UK,H2Tank,80,H2,12.0
2020,NO,PHS,7,Power,-0.0
2050,FR,H2Tank,40,H2,145.6896338060993
2050,DE,PHS,65,Power,-0.0
2030,DK,Battery,15,Power,1.8527845253218485
2040,DE,Battery,49,Power,-0.0
2040,DK,PHS,120,Power,-0.0
2050,NO,PHS,98,Power,-0.0
2040,UK,Battery,42,Power,145.93697950591158
2050,NO,H2Tank,93,H2,150.0
2040,DK,PHS,12,Power,0.0
2050,DK,H2Tank,65,H2,36.049176919477276
2040,DE,H2Tank,110,H2,42.227152494679615
2020,DK,Battery,86,Power,-0.0
2050,DK,PHS,8,Power,-0.0
2040,DK,Battery,36,Power,-0.0
2030,DE,PHS,83,Power,-0.0
2050,FR,PHS,4,Power,20.667358957868952
2040,DK,H2Tank,104,H2,11.4375
2020,DK,Battery,60,Power,-0.0
2050,DK,Battery,45,Power,191.2734457363402
2030,NO,Battery,1,Power,0.0
2050,UK,H2Tank,11,H2,65.0
2040,UK,Battery,79,Power,262.6338473220124
2020,NO,H2Tank,91,H2,0.6796684462500053
2030,DE,H2Tank,42,H2,5.497932425917368
2020,NO,PHS,103,Power,-0.0
2050,FR,Battery,106,Power,990.068135225895
2030,DK,PHS,59,Power,0.0
2030,DE,PHS,76,Power,-0.0
2030,NO,Battery,28,Power,-0.0
2030,UK,Battery,25,Power,0.0
2050,FR,H2Tank,68,H2,81.28428041293432
2040,DE,PHS,55,Power,-0.0
2020,FR,PHS,79,Power,-0.0
2050,NO,H2Tank,54,H2,94.52626124807271
2020,DK,PHS,19,Power,0.0
2050,FR,PHS,27,Power,10.931013740626481
2030,UK,Battery,110,Power,47.9973438600035
2030,UK,PHS,69,Power,-0.0
2020,NO,Battery,97,Power,-0.0
2030,DK,H2Tank,84,H2,0.0
2030,NO,Battery,105,Power,-0.0
2040,NO,PHS,46,Power,-0.0
2040,UK,H2Tank,46,H2,23.684210526315788
2020,DE,H2Tank,61,H2,5.353153666571126
2030,UK,H2Tank,81,H2,12.0
2030,FR,Battery,115,Power,30.193371936996115
2050,FR,H2Tank,11,H2,100.0
2030,DK,H2Tank,58,H2,0.0
2020,FR,PHS,114,Power,-0.0
2020,UK,Battery,103,Power,49.920059972009106
2030,NO,H2Tank,61,H2,20.390706788889815
2040,FR,H2Tank,96,H2,19.982484869734485
2020,NO,Battery,17,Power,-0.0
2020,FR,Battery,86,Power,49.97500499950003
2020,FR,PHS,108,Power,-0.0
2040,NO,PHS,99,Power,-0.0
2040,UK,Battery,50,Power,145.82027077648965
2050,DK,H2Tank,81,H2,40.0
2040,DK,H2Tank,7,H2,7.433795192982456
2040,DK,Battery,106,Power,25.426515031169902
2030,FR,Battery,68,Power,63.470636833263924
2050,UK,Battery,47,Power,273.4234589147917
2040,DE,H2Tank,98,H2,41.26143944677224
2050,NO,PHS,92,Power,-0.0
2050,FR,PHS,83,Power,21.176124579989455
2030,NO,PHS,110,Power,-0.0
2040,FR,PHS,87,Power,-0.0
2030,DK,H2Tank,66,H2,0.0
2020,FR,PHS,60,Power,-0.0
2020,NO,Battery,49,Power,-0.0
2040,NO,PHS,59,Power,-0.0
2030,DK,PHS,66,Power,0.0
2030,DE,H2Tank,49,H2,0.0
2050,FR,Battery,55,Power,577.9967508453515
2030,NO,H2Tank,60,H2,30.34213647491228
2020,FR,PHS,80,Power,-0.0
2040,NO,PHS,51,Power,-0.0
2020,FR,PHS,93,Power,-0.0
2040,NO,H2Tank,106,H2,56.631573006749576
2020,DK,H2Tank,88,H2,0.0
2050,FR,H2Tank,76,H2,64.64692685633327
2050,DK,PHS,49,Power,-0.0
2040,FR,Battery,30,Power,14.696330010244957
2030,UK,PHS,5,Power,-0.0
2050,DK,H2Tank,41,H2,20.09289399069619
2030,FR,Battery,101,Power,149.7048302804207
2030,UK,Battery,8,Power,65.38185233801576
2030,NO,PHS,19,Power,-0.0
2030,DK,H2Tank,10,H2,0.0
2020,DE,Battery,70,Power,-0.0
2030,FR,H2Tank,106,H2,46.92982456140351
2050,NO,PHS,31,Power,-0.0
2040,FR,H2Tank,29,H2,28.21284740818382
2050,UK,PHS,56,Power,-0.0
2040,UK,H2Tank,4,H2,15.0
2050,NO,PHS,80,Power,-0.0
2050,DE,Battery,80,Power,1125.53537103342
2020,DK,Battery,101,Power,-0.0
2050,NO,H2Tank,114,H2,75.0
2050,FR,Battery,3,Power,477.7118035667189
2020,NO,H2Tank,46,H2,0.3219482113815815
2040,DE,Battery,102,Power,143.93907111606632
2040,FR,H2Tank,16,H2,9.52712434883115
2040,DE,Battery,7,Power,0.0
2050,NO,Battery,106,Power,640.7847453597598
2050,NO,PHS,4,Power,-0.0
2040,UK,H2Tank,77,H2,21.375
2040,DE,Battery,78,Power,142.90521702005157
2030,NO,Battery,112,Power,-0.0
2040,FR,H2Tank,114,H2,52.98667482782728
2020,FR,H2Tank,105,H2,40.0
2020,NO,PHS,75,Power,-0.0
2050,FR,PHS,111,Power,22.724720575767385
2050,NO,Battery,12,Power,319.2310179742051
2040,DE,Battery,72,Power,135.74224558614338
2040,NO,H2Tank,29,H2,26.31958929910833
2040,NO,H2Tank,73,H2,0.0
2020,UK,H2Tank,28,H2,0.0
2030,DE,PHS,77,Power,-0.0
2030,DK,PHS,21,Power,0.0
2030,NO,Battery,119,Power,-0.0
2030,DE,H2Tank,79,H2,70.0
