Year,Region,Technology,value
2020,FR,GasPowerPlant,37.96080098345955
2030,FR,GasPowerPlant,18.896540747856047
2040,FR,GasPowerPlant,21.664049083478027
2020,UK,GasPowerPlant,0.5161207973333353
2030,UK,GasPowerPlant,15.722019142613338
2040,UK,GasPowerPlant,4.05
2020,FR,CoalCHPPlant,1519.461280661283
2030,FR,CoalCHPPlant,630.3011923292759
2020,UK,CoalCHPPlant,3044.6253320661904
2030,UK,CoalCHPPlant,1401.4044404780652
2020,DE,GasCHPPlant,8301.623647377359
2030,DE,GasCHPPlant,7511.809483485766
2040,DE,GasCHPPlant,5015.470568088702
2050,DE,GasCHPPlant,1457.056767760268
2020,FR,GasCHPPlant,275.2896081863038
2030,FR,GasCHPPlant,537.3250384164933
2040,FR,GasCHPPlant,1171.698287637487
2050,FR,GasCHPPlant,420.40134625802114
2020,NO,GasCHPPlant,0.18133333333333398
2030,NO,GasCHPPlant,0.5666000000000023
2020,DK,GasCHPPlant,1189.6959971808003
2030,DK,GasCHPPlant,1242.8041646998797
2040,DK,GasCHPPlant,1243.9550487892627
2020,UK,GasCHPPlant,298.4856158446893
2030,UK,GasCHPPlant,605.1191719052204
2040,UK,GasCHPPlant,1222.6217650704673
2050,UK,GasCHPPlant,116.09683381193929
2020,NO,GasPowerPlantCC,291.1523472547417
2030,NO,GasPowerPlantCC,213.1502842232916
2040,NO,GasPowerPlantCC,83.24916747369754
2020,NO,GasCHPPlantCC,61.80697260565388
2030,NO,GasCHPPlantCC,68.19025855163092
2040,NO,GasCHPPlantCC,53.84824073430001
2050,NO,GasCHPPlantCC,6.2939582335306685
2030,DK,GasCHPPlantCC,2.951417588420051
2040,DK,GasCHPPlantCC,2.8119320599481163
2050,DK,GasCHPPlantCC,0.4998368496517873
2040,UK,GasCHPPlantCC,80.1536779591186
2050,UK,GasCHPPlantCC,50.663220408814375
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2050,DE,LPGCar,133.84850662763648
2020,FR,LPGCar,684.4974065228269
2030,FR,LPGCar,857.0527417163511
2040,FR,LPGCar,693.7582850492723
2050,FR,LPGCar,110.95778304947713
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,180.6381544757575
2020,UK,LPGCar,622.3267542622212
2030,UK,LPGCar,844.3669448717933
2040,UK,LPGCar,224.84131347064093
2050,UK,LPGCar,4.181747000661195
2030,DE,BECCS,-68.38666414511117
2040,DE,BECCS,-750.0933358548887
2020,FR,BECCS,-330.1492485578742
2030,FR,BECCS,-424.2352614807594
2040,FR,BECCS,-279.4754899613664
2020,NO,BECCS,-300.0
2030,NO,BECCS,-300.0
2040,NO,BECCS,-300.0
2050,NO,BECCS,-600.0
2020,DK,BECCS,-300.0
2030,DK,BECCS,-300.0
2040,DK,BECCS,-300.0
2050,DK,BECCS,-600.0
2020,UK,BECCS,-600.0
2030,UK,BECCS,-600.0
2040,UK,BECCS,-600.0
2050,UK,BECCS,-600.0
