Year,Region,Technology,value
2020,NO,GasPowerPlantCC,1288.4645587848004
2030,NO,GasPowerPlantCC,1312.6674999030026
2040,NO,GasPowerPlantCC,645.4160529316052
2020,FR,CoalCHPPlantCC,1425.1964961007652
2030,FR,CoalCHPPlantCC,959.0034450894326
2040,FR,CoalCHPPlantCC,421.6816560220134
2020,DK,CoalCHPPlantCC,166.19544000000002
2020,UK,CoalCHPPlantCC,4133.9218791185
2030,UK,CoalCHPPlantCC,2833.91416334668
2040,UK,CoalCHPPlantCC,1792.4981850108256
2030,DE,GasCHPPlantCC,490.12811213353774
2040,DE,GasCHPPlantCC,2572.532596663463
2050,DE,GasCHPPlantCC,2112.5929120299975
2020,FR,GasCHPPlantCC,76.99238823548725
2030,FR,GasCHPPlantCC,316.1134726196756
2040,FR,GasCHPPlantCC,893.2944297326383
2050,FR,GasCHPPlantCC,431.5811220000002
2020,NO,GasCHPPlantCC,558.7120691859234
2030,NO,GasCHPPlantCC,586.6870811922198
2040,NO,GasCHPPlantCC,498.3240220604225
2050,NO,GasCHPPlantCC,163.03481144999998
2020,DK,GasCHPPlantCC,1107.5881031003448
2030,DK,GasCHPPlantCC,1134.0113400000002
2040,DK,GasCHPPlantCC,1190.7119070000008
2050,DK,GasCHPPlantCC,802.6422260892159
2020,UK,GasCHPPlantCC,31.479940276163944
2030,UK,GasCHPPlantCC,343.38121851986585
2040,UK,GasCHPPlantCC,1298.8601436785377
2050,UK,GasCHPPlantCC,738.6447004944944
