Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,636.0911769215973
2040,UK,Battery,48,Power,220.78114202662513
2040,DK,Battery,111,Power,37.359909625347846
2020,DE,H2Tank,55,H2,37.23156222035332
2040,DE,Battery,5,Power,0.0
2050,DE,PHS,54,Power,422.03369190557345
2050,UK,PHS,46,Power,149.29353495683907
2030,FR,H2Tank,75,H2,11.875
2050,DE,PHS,59,Power,464.8378295197465
2050,FR,PHS,13,Power,366.8497859226878
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,12.0
2050,DE,Battery,1,Power,248.6946038952536
2020,DK,Battery,114,Power,9.749740684261656
2040,UK,Battery,23,Power,-0.0
2020,DE,Battery,112,Power,-0.0
2020,FR,H2Tank,98,H2,29.6828491123882
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,200.0
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,-0.0
2030,DE,H2Tank,11,H2,2.418878146077174
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,256.20073328032413
2040,FR,PHS,28,Power,-0.0
2050,NO,H2Tank,44,H2,18.61624949763158
2050,FR,Battery,93,Power,1055.9505862665094
2030,DE,PHS,92,Power,-0.0
2040,UK,H2Tank,25,H2,-0.0
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,20.862988545547687
2030,NO,H2Tank,118,H2,18.8789511985
2040,NO,Battery,103,Power,-0.0
2050,NO,H2Tank,87,H2,150.0
2030,FR,H2Tank,83,H2,44.29824561403509
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,22.87259090393073
2040,DK,Battery,105,Power,41.15059018722774
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,5.014206764703281
2030,DE,H2Tank,112,H2,11.040006507044293
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,3.39021275932938
2050,UK,H2Tank,7,H2,65.0
2020,NO,PHS,33,Power,-0.0
2050,FR,PHS,74,Power,568.8943221334872
2030,DK,Battery,21,Power,-0.0
2030,FR,Battery,119,Power,75.00750075007501
2030,NO,PHS,40,Power,-0.0
2020,DE,PHS,80,Power,-0.0
2020,UK,Battery,78,Power,5.015209756502483
2040,UK,PHS,58,Power,-0.0
2030,UK,H2Tank,79,H2,12.0
2050,NO,PHS,1,Power,440.7264705882353
2030,DK,PHS,28,Power,0.0
2020,DE,H2Tank,4,H2,24.174123604581386
2040,NO,PHS,113,Power,-0.0
2030,DK,H2Tank,20,H2,0.0
2050,DE,Battery,60,Power,417.2138463148515
2020,DE,Battery,40,Power,-0.0
2030,UK,H2Tank,80,H2,12.0
2020,NO,PHS,7,Power,-0.0
2050,FR,H2Tank,40,H2,138.69301587833576
2050,DE,PHS,65,Power,515.920945685338
2030,DK,Battery,15,Power,0.0
2040,DE,Battery,49,Power,0.0
2040,DK,PHS,120,Power,-0.0
2050,NO,PHS,98,Power,468.38609775035667
2040,UK,Battery,42,Power,197.78556428671158
2050,NO,H2Tank,93,H2,150.0
2040,DK,PHS,12,Power,0.0
2050,DK,H2Tank,65,H2,30.45169748201754
2040,DE,H2Tank,110,H2,6.288830327040175
2020,DK,Battery,86,Power,30.08888622113416
2050,DK,PHS,8,Power,83.57131219119836
2040,DK,Battery,36,Power,37.494680960446885
2030,DE,PHS,83,Power,-0.0
2050,FR,PHS,4,Power,458.8460960495196
2040,DK,H2Tank,104,H2,10.6875
2020,DK,Battery,60,Power,41.70928920365067
2050,DK,Battery,45,Power,45.268891194921174
2030,NO,Battery,1,Power,-0.0
2050,UK,H2Tank,11,H2,99.96554067842598
2040,UK,Battery,79,Power,113.36579679801858
2020,NO,H2Tank,91,H2,0.506604960799999
2030,DE,H2Tank,42,H2,19.796682034904805
2020,NO,PHS,103,Power,-0.0
2050,FR,Battery,106,Power,1074.448680632963
2030,DK,PHS,59,Power,0.0
2030,DE,PHS,76,Power,-0.0
2030,NO,Battery,28,Power,-0.0
2030,UK,Battery,25,Power,-0.0
2050,FR,H2Tank,68,H2,121.65328525353064
2040,DE,PHS,55,Power,-0.0
2020,FR,PHS,79,Power,-0.0
2050,NO,H2Tank,54,H2,25.534354214361244
2020,DK,PHS,19,Power,0.0
2050,FR,PHS,27,Power,235.184756720715
2030,UK,Battery,110,Power,61.271382397906585
2030,UK,PHS,69,Power,-0.0
2020,NO,Battery,97,Power,-0.0
2030,DK,H2Tank,84,H2,0.0
2030,NO,Battery,105,Power,-0.0
2040,NO,PHS,46,Power,-0.0
2040,UK,H2Tank,46,H2,17.798070062859203
2020,DE,H2Tank,61,H2,22.409865708469546
2030,UK,H2Tank,81,H2,12.0
2030,FR,Battery,115,Power,75.03751125262549
2050,FR,H2Tank,11,H2,129.20051972579233
2030,DK,H2Tank,58,H2,0.0
2020,FR,PHS,114,Power,-0.0
2020,UK,Battery,103,Power,5.002686766211856
2030,NO,H2Tank,61,H2,37.93822883246274
2040,FR,H2Tank,96,H2,8.548049965839253
2020,NO,Battery,17,Power,-0.0
2020,FR,Battery,86,Power,49.97000749900008
2020,FR,PHS,108,Power,-0.0
2040,NO,PHS,99,Power,-0.0
2040,UK,Battery,50,Power,220.73698800603123
2050,DK,H2Tank,81,H2,40.0
2040,DK,H2Tank,7,H2,11.0625
2040,DK,Battery,106,Power,41.14647512820902
2030,FR,Battery,68,Power,62.85135621708245
2050,UK,Battery,47,Power,179.67615097399016
2040,DE,H2Tank,98,H2,0.0
2050,NO,PHS,92,Power,471.2062767336682
2050,FR,PHS,83,Power,623.5253347703132
2030,NO,PHS,110,Power,-0.0
2040,FR,PHS,87,Power,-0.0
2030,DK,H2Tank,66,H2,0.0
2020,FR,PHS,60,Power,-0.0
2020,NO,Battery,49,Power,-0.0
2040,NO,PHS,59,Power,-0.0
2030,DK,PHS,66,Power,0.0
2030,DE,H2Tank,49,H2,0.0
2050,FR,Battery,55,Power,722.6769782895939
2030,NO,H2Tank,60,H2,38.985159044499675
2020,FR,PHS,80,Power,-0.0
2040,NO,PHS,51,Power,-0.0
2020,FR,PHS,93,Power,-0.0
2040,NO,H2Tank,106,H2,31.096275114457043
2020,DK,H2Tank,88,H2,0.0
2050,FR,H2Tank,76,H2,75.93232752282498
2050,DK,PHS,49,Power,80.13607512408988
2040,FR,Battery,30,Power,8.011348480343987
2030,UK,PHS,5,Power,-0.0
2050,DK,H2Tank,41,H2,23.98574561403509
2030,FR,Battery,101,Power,138.41567989022124
2030,UK,Battery,8,Power,47.85899032395812
2030,NO,PHS,19,Power,-0.0
2030,DK,H2Tank,10,H2,0.0
2020,DE,Battery,70,Power,0.0
2030,FR,H2Tank,106,H2,44.788702385175455
2050,NO,PHS,31,Power,238.82290229436157
2040,FR,H2Tank,29,H2,21.95827909452447
2050,UK,PHS,56,Power,177.67265930318896
2040,UK,H2Tank,4,H2,22.125
2050,NO,PHS,80,Power,494.7640000342612
2050,DE,Battery,80,Power,497.43895168567576
2020,DK,Battery,101,Power,18.840384649658468
2050,NO,H2Tank,114,H2,59.91353008070526
2050,FR,Battery,3,Power,476.6402855466241
2020,NO,H2Tank,46,H2,0.2055996490537502
2040,DE,Battery,102,Power,77.35040703031373
2040,FR,H2Tank,16,H2,5.703972576311861
2040,DE,Battery,7,Power,0.0
2050,NO,Battery,106,Power,14.241125096542108
2050,NO,PHS,4,Power,412.9614864445677
2040,UK,H2Tank,77,H2,21.375
2040,DE,Battery,78,Power,23.434825055904806
2030,NO,Battery,112,Power,-0.0
2040,FR,H2Tank,114,H2,16.570249231254856
2020,FR,H2Tank,105,H2,40.0
2020,NO,PHS,75,Power,-0.0
2050,FR,PHS,111,Power,504.5225827481454
2050,NO,Battery,12,Power,5.727997359131207
2040,DE,Battery,72,Power,5.123353792954404
2040,NO,H2Tank,29,H2,36.18896459402916
2040,NO,H2Tank,73,H2,40.012375867576395
2020,UK,H2Tank,28,H2,-0.0
2030,DE,PHS,77,Power,-0.0
2030,DK,PHS,21,Power,0.0
2030,NO,Battery,119,Power,-0.0
2030,DE,H2Tank,79,H2,69.1100154042
2040,NO,H2Tank,21,H2,1.450288783968905
2040,UK,Battery,97,Power,215.24961169214006
2050,DE,H2Tank,72,H2,27.079829941600842
2050,DK,H2Tank,55,H2,40.0
2040,FR,H2Tank,52,H2,45.57631248085103
2050,NO,PHS,72,Power,444.49617084102374
2020,UK,H2Tank,112,H2,5.0
2020,DK,Battery,20,Power,-0.0
