Year,Region,Technology,value
2020,FR,CoalPowerPlant,280.26305977382236
2030,FR,CoalPowerPlant,56.17055668836791
2020,UK,CoalPowerPlant,522.4016089108374
2020,FR,GasPowerPlant,119.27248917011947
2030,FR,GasPowerPlant,34.820885658247406
2040,FR,GasPowerPlant,23.291022535969027
2020,NO,GasPowerPlant,222.53926284766845
2030,NO,GasPowerPlant,675.0778486067006
2040,NO,GasPowerPlant,54.510637239118715
2020,UK,GasPowerPlant,18.398324190382
2030,UK,GasPowerPlant,6.308482353279995
2020,FR,CoalCHPPlant,1519.5438227389693
2030,FR,CoalCHPPlant,849.4646663259662
2040,FR,CoalCHPPlant,375.3284359242879
2020,DK,CoalCHPPlant,184.66160000000002
2020,UK,CoalCHPPlant,3225.143684287332
2030,UK,CoalCHPPlant,2091.885159993291
2040,UK,CoalCHPPlant,1378.0142938405522
2020,DE,GasCHPPlant,7239.823681116866
2030,DE,GasCHPPlant,6538.30482270329
2040,DE,GasCHPPlant,1743.08977273596
2050,DE,GasCHPPlant,213.93526563912454
2020,FR,GasCHPPlant,309.7356174240954
2030,FR,GasCHPPlant,174.30886108367648
2040,FR,GasCHPPlant,102.34116573803325
2050,FR,GasCHPPlant,13.044483000000007
2020,NO,GasCHPPlant,227.41648093646938
2030,NO,GasCHPPlant,126.58238398591209
2040,NO,GasCHPPlant,59.63523002762277
2020,DK,GasCHPPlant,604.5844966720146
2030,DK,GasCHPPlant,357.56640000000004
2040,DK,GasCHPPlant,158.50998000000004
2020,UK,GasCHPPlant,114.18070320213181
2030,UK,GasCHPPlant,188.05320457642145
2040,UK,GasCHPPlant,96.15981195261861
2050,UK,GasCHPPlant,12.650702679295527
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2050,DE,LPGCar,217.10044246572627
2020,FR,LPGCar,795.5019209718649
2030,FR,LPGCar,1008.8243096712388
2040,FR,LPGCar,1047.4288472669948
2050,FR,LPGCar,38.57470507210363
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2050,NO,LPGCar,4.694401143750001
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.01905349999979
2020,UK,LPGCar,561.8449297496285
2030,UK,LPGCar,821.4129789780003
2040,UK,LPGCar,673.2835117471798
