Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,728.816286292888
2040,UK,Battery,48,Power,85.73631276391181
2040,DK,Battery,111,Power,113.40674933980382
2020,DE,H2Tank,55,H2,52.05571757560146
2040,DE,Battery,5,Power,95.95557548754923
2050,DE,PHS,54,Power,398.7676655391733
2050,UK,PHS,46,Power,148.79238978729845
2030,FR,H2Tank,75,H2,11.43860637303931
2050,DE,PHS,59,Power,441.6879008574586
2050,FR,PHS,13,Power,366.8497859226878
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,12.0
2050,DE,Battery,1,Power,339.533031160165
2020,DK,Battery,114,Power,13.918836594109536
2040,UK,Battery,23,Power,-0.0
2020,DE,Battery,112,Power,-0.0
2020,FR,H2Tank,98,H2,29.6828491123882
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,200.0
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,-0.0
2030,DE,H2Tank,11,H2,2.4188781460771778
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,313.3279833332506
2040,FR,PHS,28,Power,-0.0
2050,NO,H2Tank,44,H2,17.313373023947367
2050,FR,Battery,93,Power,1085.6166060353016
2030,DE,PHS,92,Power,-0.0
2040,UK,H2Tank,25,H2,3.2204383225773983
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,17.14512077253761
2030,NO,H2Tank,118,H2,14.984953414825
2040,NO,Battery,103,Power,0.0
2050,NO,H2Tank,87,H2,129.28555959030697
2030,FR,H2Tank,83,H2,44.29824561403509
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,31.82370751075
2040,DK,Battery,105,Power,113.47481721117722
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,4.897547045559256
2030,DE,H2Tank,112,H2,-0.0
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,2.2606486790797127
2050,UK,H2Tank,7,H2,65.0
2020,NO,PHS,33,Power,-0.0
2050,FR,PHS,74,Power,568.8943221334872
2030,DK,Battery,21,Power,1.612680661857417
2030,FR,Battery,119,Power,75.00750075007501
2030,NO,PHS,40,Power,-0.0
2020,DE,PHS,80,Power,-0.0
2020,UK,Battery,78,Power,4.898526701914372
2040,UK,PHS,58,Power,-0.0
2030,UK,H2Tank,79,H2,12.0
2050,NO,PHS,1,Power,440.7264705882353
2030,DK,PHS,28,Power,0.0
2020,DE,H2Tank,4,H2,23.326989812328932
2040,NO,PHS,113,Power,-0.0
2030,DK,H2Tank,20,H2,0.0
2050,DE,Battery,60,Power,431.8762015313021
2020,DE,Battery,40,Power,-0.0
2030,UK,H2Tank,80,H2,12.0
2020,NO,PHS,7,Power,-0.0
2050,FR,H2Tank,40,H2,165.734649122807
2050,DE,PHS,65,Power,492.9095698087454
2030,DK,Battery,15,Power,10.215224088771148
2040,DE,Battery,49,Power,-0.0
2040,DK,PHS,120,Power,-0.0
2050,NO,PHS,98,Power,461.4339655308838
2040,UK,Battery,42,Power,83.95905956254911
2050,NO,H2Tank,93,H2,93.39052024515351
2040,DK,PHS,12,Power,0.0
2050,DK,H2Tank,65,H2,23.98574561403509
2040,DE,H2Tank,110,H2,42.36634218238657
2020,DK,Battery,86,Power,34.269672542998656
2050,DK,PHS,8,Power,83.57131219119836
2040,DK,Battery,36,Power,10.846852544684568
2030,DE,PHS,83,Power,-0.0
2050,FR,PHS,4,Power,458.8460960495196
2040,DK,H2Tank,104,H2,11.4375
2020,DK,Battery,60,Power,11.382512016098055
2050,DK,Battery,45,Power,26.69632349989926
2030,NO,Battery,1,Power,-0.0
2050,UK,H2Tank,11,H2,105.80919120945262
2040,UK,Battery,79,Power,156.82458725242805
2020,NO,H2Tank,91,H2,0.506604960799999
2030,DE,H2Tank,42,H2,13.157894736842104
2020,NO,PHS,103,Power,-0.0
2050,FR,Battery,106,Power,1048.661491837039
2030,DK,PHS,59,Power,0.0
2030,DE,PHS,76,Power,-0.0
2030,NO,Battery,28,Power,-0.0
2030,UK,Battery,25,Power,-0.0
2050,FR,H2Tank,68,H2,116.17530433413927
2040,DE,PHS,55,Power,-0.0
2020,FR,PHS,79,Power,-0.0
2050,NO,H2Tank,54,H2,44.64654736916452
2020,DK,PHS,19,Power,0.0
2050,FR,PHS,27,Power,235.184756720715
2030,UK,Battery,110,Power,85.19360005232218
2030,UK,PHS,69,Power,-0.0
2020,NO,Battery,97,Power,-0.0
2030,DK,H2Tank,84,H2,0.0
2030,NO,Battery,105,Power,-0.0
2040,NO,PHS,46,Power,-0.0
2040,UK,H2Tank,46,H2,17.733505299722623
2020,DE,H2Tank,61,H2,31.268079432631577
2030,UK,H2Tank,81,H2,12.0
2030,FR,Battery,115,Power,75.03751125262549
2050,FR,H2Tank,11,H2,125.44980638648796
2030,DK,H2Tank,58,H2,0.0
2020,FR,PHS,114,Power,-0.0
2020,UK,Battery,103,Power,4.886295069479276
2030,NO,H2Tank,61,H2,2.61759351335
2040,FR,H2Tank,96,H2,21.577616874404175
2020,NO,Battery,17,Power,-0.0
2020,FR,Battery,86,Power,49.97000749900008
2020,FR,PHS,108,Power,-0.0
2040,NO,PHS,99,Power,-0.0
2040,UK,Battery,50,Power,85.71916635872216
2050,DK,H2Tank,81,H2,40.0
2040,DK,H2Tank,7,H2,7.5
2040,DK,Battery,106,Power,113.46346972945611
2030,FR,Battery,68,Power,62.85135621708244
2050,UK,Battery,47,Power,266.38026164624165
2040,DE,H2Tank,98,H2,57.980599158577895
2050,NO,PHS,92,Power,464.21228533590477
2050,FR,PHS,83,Power,623.5253347703132
2030,NO,PHS,110,Power,-0.0
2040,FR,PHS,87,Power,-0.0
2030,DK,H2Tank,66,H2,0.0
2020,FR,PHS,60,Power,-0.0
2020,NO,Battery,49,Power,-0.0
2040,NO,PHS,59,Power,-0.0
2030,DK,PHS,66,Power,0.0
2030,DE,H2Tank,49,H2,0.0
2050,FR,Battery,55,Power,681.0883527310646
2030,NO,H2Tank,60,H2,2.61759351335
2020,FR,PHS,80,Power,-0.0
2040,NO,PHS,51,Power,-0.0
2020,FR,PHS,93,Power,-0.0
2040,NO,H2Tank,106,H2,31.82370751075
2020,DK,H2Tank,88,H2,0.0
2050,FR,H2Tank,76,H2,87.38823094921015
2050,DK,PHS,49,Power,59.272030622591366
2040,FR,Battery,30,Power,14.430225895491622
2030,UK,PHS,5,Power,-0.0
2050,DK,H2Tank,41,H2,21.653149795614038
2030,FR,Battery,101,Power,133.18723317049935
2030,UK,Battery,8,Power,52.73303226289878
2030,NO,PHS,19,Power,-0.0
2030,DK,H2Tank,10,H2,0.0
2020,DE,Battery,70,Power,-0.0
2030,FR,H2Tank,106,H2,45.28544276576929
2050,NO,PHS,31,Power,242.51874952180012
2040,FR,H2Tank,29,H2,19.537526880001177
2050,UK,PHS,56,Power,177.17650309384345
2040,UK,H2Tank,4,H2,15.0
2050,NO,PHS,80,Power,456.2989338933569
2050,DE,Battery,80,Power,679.1339757179019
2020,DK,Battery,101,Power,23.014904179964123
2050,NO,H2Tank,114,H2,75.0
2050,FR,Battery,3,Power,477.7147656931593
2020,NO,H2Tank,46,H2,0.2659676044200315
2040,DE,Battery,102,Power,131.94337772134867
2040,FR,H2Tank,16,H2,32.68191391885895
2040,DE,Battery,7,Power,95.93638533200748
2050,NO,Battery,106,Power,9.600763881159203
2050,NO,PHS,4,Power,412.9614864445677
2040,UK,H2Tank,77,H2,21.375
2040,DE,Battery,78,Power,146.10990395442843
2030,NO,Battery,112,Power,-0.0
2040,FR,H2Tank,114,H2,50.0
2020,FR,H2Tank,105,H2,40.0
2020,NO,PHS,75,Power,-0.0
2050,FR,PHS,111,Power,504.5225827481454
2050,NO,Battery,12,Power,5.943181161508731
2040,DE,Battery,72,Power,77.82831553545188
2040,NO,H2Tank,29,H2,0.2775663345499997
2040,NO,H2Tank,73,H2,12.680560523225001
2020,UK,H2Tank,28,H2,-0.0
2030,DE,PHS,77,Power,-0.0
2030,DK,PHS,21,Power,0.0
2030,NO,Battery,119,Power,-0.0
2030,DE,H2Tank,79,H2,69.1100154042
2040,NO,H2Tank,21,H2,-0.0
2040,UK,Battery,97,Power,262.76928805216005
2050,DE,H2Tank,72,H2,0.0
2050,DK,H2Tank,55,H2,40.0
2040,FR,H2Tank,52,H2,40.68532815947203
2050,NO,PHS,72,Power,408.4201165383677
