Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,984.0714925479248
2040,UK,Battery,48,Power,-0.0
2040,DK,Battery,111,Power,-0.0
2020,DE,H2Tank,55,H2,11.885581575140648
2040,DE,Battery,5,Power,0.0
2050,DE,PHS,54,Power,381.1154354419279
2050,UK,PHS,46,Power,148.79238978729845
2030,FR,H2Tank,75,H2,11.875
2050,DE,PHS,59,Power,424.12375556483255
2050,FR,PHS,13,Power,366.8497859226878
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,11.399999999999999
2050,DE,Battery,1,Power,561.2572856358918
2020,DK,Battery,114,Power,-0.0
2040,UK,Battery,23,Power,-0.0
2020,DE,Battery,112,Power,-0.0
2020,FR,H2Tank,98,H2,12.77526518232666
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,200.0
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,-0.0
2030,DE,H2Tank,11,H2,0.0
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,364.17809564297727
2040,FR,PHS,28,Power,344.74211790665674
2050,NO,H2Tank,44,H2,75.0
2050,FR,Battery,93,Power,901.7603512840816
2030,DE,PHS,92,Power,-0.0
2040,UK,H2Tank,25,H2,5.258394241857819
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,-0.0
2030,NO,H2Tank,118,H2,20.0
2040,NO,Battery,103,Power,-0.0
2050,NO,H2Tank,87,H2,75.0
2030,FR,H2Tank,83,H2,50.0
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,43.649289029924994
2040,DK,Battery,105,Power,-0.0
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,50.0
2030,DE,H2Tank,112,H2,33.894237849163595
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,5.940444003910647
2050,UK,H2Tank,7,H2,65.0
2020,NO,PHS,33,Power,-0.0
2050,FR,PHS,74,Power,565.9500029798439
2030,DK,Battery,21,Power,-0.0
2030,FR,Battery,119,Power,82.21379278705649
2030,NO,PHS,40,Power,-0.0
2020,DE,PHS,80,Power,-0.0
2020,UK,Battery,78,Power,25.432362202739377
2040,UK,PHS,58,Power,82.00903634585507
2030,UK,H2Tank,79,H2,12.0
2050,NO,PHS,1,Power,440.7264705882353
2030,DK,PHS,28,Power,0.0
2020,DE,H2Tank,4,H2,16.96486322112101
2040,NO,PHS,113,Power,-0.0
2030,DK,H2Tank,20,H2,0.0
2050,DE,Battery,60,Power,503.4172149639968
2020,DE,Battery,40,Power,-0.0
2030,UK,H2Tank,80,H2,12.0
2020,NO,PHS,7,Power,-0.0
2050,FR,H2Tank,40,H2,-0.0
2050,DE,PHS,65,Power,475.4505462767152
2030,DK,Battery,15,Power,0.0
2040,DE,Battery,49,Power,0.0
2040,DK,PHS,120,Power,-0.0
2050,NO,PHS,98,Power,367.5015152015054
2040,UK,Battery,42,Power,-0.0
2050,NO,H2Tank,93,H2,75.0
2040,DK,PHS,12,Power,0.0
2050,DK,H2Tank,65,H2,20.0
2040,DE,H2Tank,110,H2,65.0
2020,DK,Battery,86,Power,-0.0
2050,DK,PHS,8,Power,83.57131219119836
2040,DK,Battery,36,Power,-0.0
2030,DE,PHS,83,Power,-0.0
2050,FR,PHS,4,Power,458.8460960495196
2040,DK,H2Tank,104,H2,4.739611520701756
2020,DK,Battery,60,Power,-0.0
2050,DK,Battery,45,Power,296.7909389200019
2030,NO,Battery,1,Power,-0.0
2050,UK,H2Tank,11,H2,72.61586563675259
2040,UK,Battery,79,Power,38.075151842116156
2020,NO,H2Tank,91,H2,0.6796684462499982
2030,DE,H2Tank,42,H2,2.464779166572148
2020,NO,PHS,103,Power,-0.0
2050,FR,Battery,106,Power,1106.832561049966
2030,DK,PHS,59,Power,0.0
2030,DE,PHS,76,Power,-0.0
2030,NO,Battery,28,Power,0.0
2030,UK,Battery,25,Power,0.0
2050,FR,H2Tank,68,H2,159.87290948263208
