Year,Region,Technology,value
2020,FR,CoalPowerPlant,180.1467276343074
2030,FR,CoalPowerPlant,28.97499823877644
2020,UK,CoalPowerPlant,544.0301338881458
2020,FR,GasPowerPlant,205.36412557857426
2030,FR,GasPowerPlant,68.22183537119312
2040,FR,GasPowerPlant,35.03657820957771
2020,NO,GasPowerPlant,119.48659867556015
2030,NO,GasPowerPlant,545.8285737607379
2040,NO,GasPowerPlant,6.956394550333327
2020,UK,GasPowerPlant,14.831506248042274
2030,UK,GasPowerPlant,18.079552873666664
2020,FR,CoalCHPPlant,1106.8772863823901
2030,FR,CoalCHPPlant,616.5458870365289
2040,FR,CoalCHPPlant,264.35108969938005
2020,DK,CoalCHPPlant,184.66159999999996
2020,UK,CoalCHPPlant,2441.5986811492307
2030,UK,CoalCHPPlant,1602.8081120676147
2040,UK,CoalCHPPlant,1015.4456364470424
2020,DE,GasCHPPlant,7240.355107014038
2030,DE,GasCHPPlant,6028.617438888988
2040,DE,GasCHPPlant,1780.3549834880039
2050,DE,GasCHPPlant,140.73877583194047
2020,FR,GasCHPPlant,247.6497771970012
2030,FR,GasCHPPlant,281.92847837604023
2040,FR,GasCHPPlant,179.25828480385817
2020,NO,GasCHPPlant,170.5085924925332
2030,NO,GasCHPPlant,93.13998993526339
2040,NO,GasCHPPlant,17.621974923633577
2020,DK,GasCHPPlant,583.9252077421107
2030,DK,GasCHPPlant,311.39639999999986
2040,DK,GasCHPPlant,68.13449999999999
2020,UK,GasCHPPlant,93.65877294982785
2030,UK,GasCHPPlant,353.8927737402809
2040,UK,GasCHPPlant,167.12792897902872
2020,NO,GasPowerPlantCC,74.36618035959081
2030,NO,GasPowerPlantCC,58.9982993391983
2040,NO,GasPowerPlantCC,25.083257500000016
2020,FR,CoalCHPPlantCC,246.9036458449491
2030,FR,CoalCHPPlantCC,156.33570428252924
2040,FR,CoalCHPPlantCC,65.5080992677491
2020,UK,CoalCHPPlantCC,626.9836807457717
2030,UK,CoalCHPPlantCC,394.8957803330257
2040,UK,CoalCHPPlantCC,291.58981013433925
2030,DE,GasCHPPlantCC,100.29809692556634
2040,DE,GasCHPPlantCC,329.9241415102562
2050,DE,GasCHPPlantCC,244.8887267528787
2030,FR,GasCHPPlantCC,17.21785052364415
2040,FR,GasCHPPlantCC,82.87967558283246
2050,FR,GasCHPPlantCC,44.81601016711365
2020,NO,GasCHPPlantCC,47.2376130053677
2030,NO,GasCHPPlantCC,68.08470311209996
2040,NO,GasCHPPlantCC,54.83492984983374
2050,NO,GasCHPPlantCC,16.887389400000004
2020,DK,GasCHPPlantCC,63.586893415307244
2030,DK,GasCHPPlantCC,95.94947869277271
2040,DK,GasCHPPlantCC,125.4878730000001
2050,DK,GasCHPPlantCC,55.94365367177143
2030,UK,GasCHPPlantCC,15.466744956911652
2040,UK,GasCHPPlantCC,121.4639614113774
2050,UK,GasCHPPlantCC,90.33355751907179
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2020,FR,LPGCar,805.1877636192831
2030,FR,LPGCar,1008.8243096712389
2040,FR,LPGCar,1045.5958148521934
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.01905349999979
2020,UK,LPGCar,552.1256176791644
2030,UK,LPGCar,821.4129789780003
2040,UK,LPGCar,672.6265186903797
2050,FR,BECCS,-93.60811334277622
