Year,Region,Technology,value
2020,FR,CoalPowerPlant,36.91472661514139
2030,FR,CoalPowerPlant,6.827537201682688
2020,UK,CoalPowerPlant,534.8294880681335
2020,FR,GasPowerPlant,253.40490568802957
2030,FR,GasPowerPlant,82.8228275586352
2040,FR,GasPowerPlant,53.95856329472713
2020,NO,GasPowerPlant,139.08476466206855
2030,NO,GasPowerPlant,581.9825575737271
2040,NO,GasPowerPlant,22.544682333666934
2020,UK,GasPowerPlant,15.11433870682949
2030,UK,GasPowerPlant,19.268849999999997
2020,FR,CoalCHPPlant,1132.1416661871865
2030,FR,CoalCHPPlant,586.0943242827976
2040,FR,CoalCHPPlant,252.86180673142607
2020,DK,CoalCHPPlant,184.66159999999996
2020,UK,CoalCHPPlant,2317.199024641083
2030,UK,CoalCHPPlant,1529.627553129119
2040,UK,CoalCHPPlant,910.5287091063667
2020,DE,GasCHPPlant,7244.677644095956
2030,DE,GasCHPPlant,5856.250498680287
2040,DE,GasCHPPlant,1905.559327592235
2050,DE,GasCHPPlant,520.3192951155982
2020,FR,GasCHPPlant,208.61662411500825
2030,FR,GasCHPPlant,278.2585295575741
2040,FR,GasCHPPlant,317.0406956094507
2050,FR,GasCHPPlant,180.0622582763818
2020,NO,GasCHPPlant,154.94498564737498
2030,NO,GasCHPPlant,94.76693257029262
2040,NO,GasCHPPlant,28.288444248450013
2020,DK,GasCHPPlant,571.4297864107335
2030,DK,GasCHPPlant,291.48763636227153
2040,DK,GasCHPPlant,157.35762000000003
2020,UK,GasCHPPlant,84.33718761417165
2030,UK,GasCHPPlant,500.6236653441831
2040,UK,GasCHPPlant,252.29877517788927
2050,UK,GasCHPPlant,133.70270669279995
2020,NO,GasPowerPlantCC,68.0764591699698
2030,NO,GasPowerPlantCC,55.407808343610526
2040,NO,GasPowerPlantCC,23.251463299126527
2020,FR,CoalCHPPlantCC,255.76541165698123
2030,FR,CoalCHPPlantCC,161.33722458740024
2040,FR,CoalCHPPlantCC,70.67986551838224
2020,UK,CoalCHPPlantCC,642.4442034252495
2030,UK,CoalCHPPlantCC,403.5632883946512
2040,UK,CoalCHPPlantCC,294.53747778165655
2030,DE,GasCHPPlantCC,116.1691904153335
2040,DE,GasCHPPlantCC,318.64512704075315
2050,DE,GasCHPPlantCC,162.85682543913688
2030,FR,GasCHPPlantCC,16.79714878389216
2040,FR,GasCHPPlantCC,65.19781701683966
2050,FR,GasCHPPlantCC,24.225324365054547
2020,NO,GasCHPPlantCC,53.123878280853496
2030,NO,GasCHPPlantCC,68.5592188289717
2040,NO,GasCHPPlantCC,54.09942441499708
2050,NO,GasCHPPlantCC,16.238215349999994
2020,DK,GasCHPPlantCC,64.83643632191455
2030,DK,GasCHPPlantCC,97.94035505654567
2040,DK,GasCHPPlantCC,116.56556100000017
2050,DK,GasCHPPlantCC,64.4142025379751
2040,UK,GasCHPPlantCC,113.96896556858523
2050,UK,GasCHPPlantCC,34.749537187499996
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2020,FR,LPGCar,806.5494031343064
2030,FR,LPGCar,1008.8243096712389
2040,FR,LPGCar,1065.1101464138683
2050,FR,LPGCar,138.08837220949647
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.01905349999979
2020,UK,LPGCar,550.7592730196717
2030,UK,LPGCar,821.4129789780003
2040,UK,LPGCar,666.2562366955965
2050,UK,LPGCar,11.360510583833708
2050,DE,BECCS,-325.0
2050,FR,BECCS,-195.0
2050,NO,BECCS,-20.25
2050,DK,BECCS,-115.76724775777645
2050,UK,BECCS,-130.0
