Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,845.7660366038723
2040,UK,Battery,48,Power,21.401466510276954
2040,DK,Battery,111,Power,113.40674933980382
2020,DE,H2Tank,55,H2,55.44222577307895
2040,DE,Battery,5,Power,81.08848936920333
2050,DE,PHS,54,Power,398.7676655391733
2050,UK,PHS,46,Power,148.79238978729845
2030,FR,H2Tank,75,H2,10.209634085311384
2050,DE,PHS,59,Power,441.6879008574586
2050,FR,PHS,13,Power,366.8497859226878
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,12.0
2050,DE,Battery,1,Power,389.8201628486526
2020,DK,Battery,114,Power,3.2078938422363645
2040,UK,Battery,23,Power,1.1150334648415432
2020,DE,Battery,112,Power,-0.0
2020,FR,H2Tank,98,H2,30.59369832413844
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,200.0
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,1.1383834454003992
2030,DE,H2Tank,11,H2,35.0
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,436.7486658740204
2040,FR,PHS,28,Power,-0.0
2050,NO,H2Tank,44,H2,40.35927648201562
2050,FR,Battery,93,Power,1112.982214850094
2030,DE,PHS,92,Power,-0.0
2040,UK,H2Tank,25,H2,-0.0
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,3.205969587050947
2030,NO,H2Tank,118,H2,10.108068303575001
2040,NO,Battery,103,Power,-0.0
2050,NO,H2Tank,87,H2,147.75899025116226
2030,FR,H2Tank,83,H2,46.92982456140351
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,31.82370751075
2040,DK,Battery,105,Power,117.24307397960824
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,24.76703667663568
2030,DE,H2Tank,112,H2,18.335279217525525
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,31.840041992627807
2050,UK,H2Tank,7,H2,65.0
2020,NO,PHS,33,Power,-0.0
2050,FR,PHS,74,Power,568.8943221334872
2030,DK,Battery,21,Power,-0.0
2030,FR,Battery,119,Power,75.00750075007501
2030,NO,PHS,40,Power,-0.0
2020,DE,PHS,80,Power,-0.0
2020,UK,Battery,78,Power,20.975312392611347
2040,UK,PHS,58,Power,-0.0
2030,UK,H2Tank,79,H2,12.0
2050,NO,PHS,1,Power,152.41284115508907
2030,DK,PHS,28,Power,0.0
2020,DE,H2Tank,4,H2,23.54848321657893
2040,NO,PHS,113,Power,-0.0
2030,DK,H2Tank,20,H2,0.0
2050,DE,Battery,60,Power,562.3312104790571
2020,DE,Battery,40,Power,-0.0
2030,UK,H2Tank,80,H2,12.0
2020,NO,PHS,7,Power,-0.0
2050,FR,H2Tank,40,H2,148.60197368421052
2050,DE,PHS,65,Power,492.9095698087454
2030,DK,Battery,15,Power,-0.0
2040,DE,Battery,49,Power,0.0
2040,DK,PHS,120,Power,-0.0
2050,NO,PHS,98,Power,162.165206650661
2040,UK,Battery,42,Power,21.414311885689838
2050,NO,H2Tank,93,H2,129.55731769542123
2040,DK,PHS,12,Power,0.0
2050,DK,H2Tank,65,H2,23.89884882903509
2040,DE,H2Tank,110,H2,14.162223879804833
2020,DK,Battery,86,Power,3.2168889820777675
2050,DK,PHS,8,Power,83.57131219119836
2040,DK,Battery,36,Power,10.84685254468456
2030,DE,PHS,83,Power,-0.0
2050,FR,PHS,4,Power,458.8460960495196
2040,DK,H2Tank,104,H2,10.6875
2020,DK,Battery,60,Power,3.843894646305402
2050,DK,Battery,45,Power,13.907772376142331
2030,NO,Battery,1,Power,-0.0
2050,UK,H2Tank,11,H2,100.131514707625
2040,UK,Battery,79,Power,113.36579679801858
2020,NO,H2Tank,91,H2,-0.0
2030,DE,H2Tank,42,H2,34.60388465491861
2020,NO,PHS,103,Power,-0.0
2050,FR,Battery,106,Power,1031.6145074345975
2030,DK,PHS,59,Power,0.0
2030,DE,PHS,76,Power,-0.0
2030,NO,Battery,28,Power,-0.0
2030,UK,Battery,25,Power,-0.0
2050,FR,H2Tank,68,H2,114.33662280701753
2040,DE,PHS,55,Power,-0.0
2020,FR,PHS,79,Power,-0.0
2050,NO,H2Tank,54,H2,58.51472597074615
2020,DK,PHS,19,Power,0.0
2050,FR,PHS,27,Power,235.184756720715
2030,UK,Battery,110,Power,85.19360005232218
2030,UK,PHS,69,Power,-0.0
