Year,Region,Technology,value
2020,FR,CoalPowerPlant,259.05039974188816
2030,FR,CoalPowerPlant,44.321945974431
2020,UK,CoalPowerPlant,486.72008490100836
2020,FR,GasPowerPlant,144.66304712091124
2030,FR,GasPowerPlant,43.150598392333706
2040,FR,GasPowerPlant,22.600083697661287
2020,NO,GasPowerPlant,87.95974476249359
2030,NO,GasPowerPlant,449.1849725425453
2020,UK,GasPowerPlant,13.91865148886453
2030,UK,GasPowerPlant,2.5766352365015965
2020,FR,CoalCHPPlant,934.390134877713
2030,FR,CoalCHPPlant,517.6264415585173
2040,FR,CoalCHPPlant,231.73409452187462
2020,DK,CoalCHPPlant,184.66160000000002
2020,UK,CoalCHPPlant,1771.8566717770025
2030,UK,CoalCHPPlant,1150.286698678284
2040,UK,CoalCHPPlant,684.01019630503
2020,DE,GasCHPPlant,7108.014026848336
2030,DE,GasCHPPlant,5915.020377175289
2040,DE,GasCHPPlant,1504.865829721418
2050,DE,GasCHPPlant,4.889663410158846
2020,FR,GasCHPPlant,208.69571878881035
2030,FR,GasCHPPlant,107.98467178877229
2040,FR,GasCHPPlant,63.09090899592151
2020,NO,GasCHPPlant,71.86517347604995
2030,NO,GasCHPPlant,35.5858797668768
2040,NO,GasCHPPlant,5.5288200000000005
2020,DK,GasCHPPlant,293.078390655618
2030,DK,GasCHPPlant,144.59939999999992
2040,DK,GasCHPPlant,39.623850000000004
2020,UK,GasCHPPlant,72.70499529154925
2030,UK,GasCHPPlant,131.49845702929267
2040,UK,GasCHPPlant,53.277294641094954
2020,NO,GasPowerPlantCC,158.01668243468808
2030,NO,GasPowerPlantCC,146.21956368466172
2040,NO,GasPowerPlantCC,56.01140383339339
2020,FR,CoalCHPPlantCC,526.6286789327258
2030,FR,CoalCHPPlantCC,332.497553882446
2040,FR,CoalCHPPlantCC,138.5767297597493
2020,UK,CoalCHPPlantCC,1385.4318953142717
2030,UK,CoalCHPPlantCC,879.2321871884058
2040,UK,CoalCHPPlantCC,648.4189898821161
2020,DE,GasCHPPlantCC,26.36193085370748
2030,DE,GasCHPPlantCC,223.55733242281877
2040,DE,GasCHPPlantCC,714.9311626259906
2050,DE,GasCHPPlantCC,563.1871423239935
2020,FR,GasCHPPlantCC,15.12986813689868
2030,FR,GasCHPPlantCC,73.70704980328178
2040,FR,GasCHPPlantCC,190.96155913526061
2050,FR,GasCHPPlantCC,99.4856034963765
2020,NO,GasCHPPlantCC,111.22495888113875
2030,NO,GasCHPPlantCC,137.46666388941753
2040,NO,GasCHPPlantCC,107.63488076106749
2050,NO,GasCHPPlantCC,17.967266490227278
2020,DK,GasCHPPlantCC,185.34237793366177
2030,DK,GasCHPPlantCC,225.25835738554568
2040,DK,GasCHPPlantCC,256.67787600000025
2050,DK,GasCHPPlantCC,60.3601188409091
2020,UK,GasCHPPlantCC,9.191076122420007
2030,UK,GasCHPPlantCC,79.04476486121011
2040,UK,GasCHPPlantCC,265.7191137591876
2050,UK,GasCHPPlantCC,138.76470298742026
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2020,FR,LPGCar,795.5019209718649
2030,FR,LPGCar,1008.8243096712389
2040,FR,LPGCar,1047.4288472669946
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.01905349999979
2020,UK,LPGCar,561.8449297496285
2030,UK,LPGCar,821.4129789780003
2040,UK,LPGCar,673.2835117471798
2050,DE,BECCS,-77.23439460325204
2050,FR,BECCS,-195.0
2050,UK,BECCS,-112.42010294583334
