Year,Region,Technology,value
2020,FR,GasPowerPlant,76.8574949556615
2030,FR,GasPowerPlant,29.362453889999998
2040,FR,GasPowerPlant,6.981516838252213
2020,UK,GasPowerPlant,0.9174047004266654
2030,UK,GasPowerPlant,0.7584311237066643
2020,FR,CoalCHPPlant,1698.212950714145
2030,FR,CoalCHPPlant,1148.8399461991173
2040,FR,CoalCHPPlant,430.6969517391004
2020,DK,CoalCHPPlant,184.66160000000008
2020,UK,CoalCHPPlant,3413.2180753424605
2030,UK,CoalCHPPlant,2865.1145055658267
2040,UK,CoalCHPPlant,895.5430075350803
2020,DE,GasCHPPlant,7678.38969796829
2030,DE,GasCHPPlant,6087.903772152422
2040,DE,GasCHPPlant,1874.8461157573765
2050,DE,GasCHPPlant,100.07125563059864
2020,FR,GasCHPPlant,173.83516047302538
2030,FR,GasCHPPlant,110.08297764967618
2040,FR,GasCHPPlant,65.03534620610252
2020,DK,GasCHPPlant,229.09599964558134
2030,DK,GasCHPPlant,110.8417482041709
2040,DK,GasCHPPlant,21.521285720705173
2020,UK,GasCHPPlant,161.11606792431994
2030,UK,GasCHPPlant,160.9381124048132
2040,UK,GasCHPPlant,84.08483328403412
2020,NO,GasPowerPlantCC,250.53521726565288
2030,NO,GasPowerPlantCC,195.3846705357619
2040,NO,GasPowerPlantCC,254.98425781469697
2020,FR,CoalCHPPlantCC,96.68984491259378
2030,FR,CoalCHPPlantCC,72.54214206967492
2040,FR,CoalCHPPlantCC,26.141892924738915
2020,UK,CoalCHPPlantCC,310.0333324554477
2030,UK,CoalCHPPlantCC,257.5059513438056
2040,UK,CoalCHPPlantCC,87.13832332954038
2030,DE,GasCHPPlantCC,38.55080657364413
2040,DE,GasCHPPlantCC,209.44317142426235
2050,DE,GasCHPPlantCC,248.32688668759954
2020,FR,GasCHPPlantCC,10.924729975488972
2030,FR,GasCHPPlantCC,33.98458564238637
2040,FR,GasCHPPlantCC,92.69674886356707
2050,FR,GasCHPPlantCC,48.4229907
2020,NO,GasCHPPlantCC,62.12604352475979
2030,NO,GasCHPPlantCC,65.93297310483906
2040,NO,GasCHPPlantCC,73.0733415363657
2050,NO,GasCHPPlantCC,35.17090867836112
2020,DK,GasCHPPlantCC,87.85852003544193
2030,DK,GasCHPPlantCC,114.91708517958294
2040,DK,GasCHPPlantCC,130.1491944279296
2050,DK,GasCHPPlantCC,45.15200357045454
2020,UK,GasCHPPlantCC,3.985237113123476
2030,UK,GasCHPPlantCC,40.813087012704564
2040,UK,GasCHPPlantCC,163.82841666247506
2050,UK,GasCHPPlantCC,76.90933457109931
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2020,FR,LPGCar,804.6389781679702
2030,FR,LPGCar,1026.640091351945
2040,FR,LPGCar,1057.733962766931
2050,FR,LPGCar,12.280085999999992
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.01905349999979
2020,UK,LPGCar,552.7086180965882
2030,UK,LPGCar,803.5522009793231
2040,UK,LPGCar,255.47834704549976
2020,FR,BECCS,-5.896632809870487
2030,FR,BECCS,-55.283176064089716
2050,NO,BECCS,-66.33346583811314
2030,UK,BECCS,-41.98246763214693
