Year,Region,Technology,value
2020,DE,GasCHPPlant,2927.7949281573474
2030,DE,GasCHPPlant,2463.117105545781
2040,DE,GasCHPPlant,2458.6542639780027
2050,DE,GasCHPPlant,9.259682247347817
2020,NO,GasPowerPlantCC,497.63360525717474
2030,NO,GasPowerPlantCC,457.96994984957524
2040,NO,GasPowerPlantCC,437.3824471192759
2050,NO,GasPowerPlantCC,108.39539819554658
2020,DK,GasPowerPlantCC,8.667265590180003
2030,DK,GasPowerPlantCC,9.740818257538661
2020,FR,CoalCHPPlantCC,180.7995675708528
2030,FR,CoalCHPPlantCC,38.37849150234923
2020,DK,CoalCHPPlantCC,18.466160000000002
2020,UK,CoalCHPPlantCC,637.9080763765006
2030,UK,CoalCHPPlantCC,403.06938234210526
2020,DE,GasCHPPlantCC,192.28909516990188
2030,DE,GasCHPPlantCC,131.714749445422
2040,DE,GasCHPPlantCC,115.32499216088
2050,DE,GasCHPPlantCC,3.099788475265222
2020,FR,GasCHPPlantCC,41.71785917862214
2030,FR,GasCHPPlantCC,88.39630720885161
2040,FR,GasCHPPlantCC,117.2014130764151
2050,FR,GasCHPPlantCC,11.474661222545018
2020,NO,GasCHPPlantCC,64.7298763957776
2030,NO,GasCHPPlantCC,68.19917625540053
2040,NO,GasCHPPlantCC,77.58055759165944
2050,NO,GasCHPPlantCC,50.578813882852295
2020,DK,GasCHPPlantCC,148.8442790798968
2030,DK,GasCHPPlantCC,168.17046482511986
2040,DK,GasCHPPlantCC,132.3013230000001
2050,DK,GasCHPPlantCC,95.43022580598519
2020,UK,GasCHPPlantCC,14.438214778754448
2030,UK,GasCHPPlantCC,98.52240614019077
2040,UK,GasCHPPlantCC,211.26395501664578
2050,UK,GasCHPPlantCC,48.61767875869696
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,986.863762467827
2020,FR,LPGCar,843.8603851568048
2030,FR,LPGCar,583.8729543417165
2040,FR,LPGCar,172.21210957671556
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,113.17704923818182
2020,UK,LPGCar,513.32276890394
2030,UK,LPGCar,281.94100498097646
2040,UK,LPGCar,100.975931786564
2030,DE,BECCS,-103.15065938644126
2050,DE,BECCS,-325.0
2020,FR,BECCS,-316.47446055761645
2030,FR,BECCS,-390.48585019512257
2040,FR,BECCS,-234.06974731315447
2050,FR,BECCS,-195.0
2030,NO,BECCS,-300.0
2040,NO,BECCS,-300.0
2050,NO,BECCS,-600.0
2030,DK,BECCS,-240.0
2040,DK,BECCS,-300.0
2050,DK,BECCS,-600.0
2020,UK,BECCS,-125.75438785609984
2030,UK,BECCS,-275.5713893732954
2040,UK,BECCS,-390.0
2050,UK,BECCS,-130.0
