Year,Region,Technology,value
2020,FR,CoalPowerPlant,275.44087372238903
2030,FR,CoalPowerPlant,48.09246249997061
2020,UK,CoalPowerPlant,551.6553867375995
2020,FR,GasPowerPlant,145.31046328262812
2030,FR,GasPowerPlant,46.48448319622616
2040,FR,GasPowerPlant,24.398098692159227
2020,NO,GasPowerPlant,122.16741459300043
2030,NO,GasPowerPlant,575.1465909055408
2040,NO,GasPowerPlant,11.08563961817078
2020,UK,GasPowerPlant,18.52842303917771
2030,UK,GasPowerPlant,7.40237953825333
2020,FR,CoalCHPPlant,1211.6318588422362
2030,FR,CoalCHPPlant,667.925626191555
2040,FR,CoalCHPPlant,302.2812859910351
2020,DK,CoalCHPPlant,184.66160000000002
2020,UK,CoalCHPPlant,2516.9837967399544
2030,UK,CoalCHPPlant,1655.814035471248
2040,UK,CoalCHPPlant,1051.749528444024
2020,DE,GasCHPPlant,7239.823681116866
2030,DE,GasCHPPlant,6237.795055244711
2040,DE,GasCHPPlant,1599.5636139685766
2050,DE,GasCHPPlant,25.163833490233507
2020,FR,GasCHPPlant,283.69764331158666
2030,FR,GasCHPPlant,162.38352613201434
2040,FR,GasCHPPlant,101.23408958184278
2020,NO,GasCHPPlant,117.68560058453248
2030,NO,GasCHPPlant,55.91538871058286
2040,NO,GasCHPPlant,20.88276785863185
2020,DK,GasCHPPlant,536.6455405638603
2030,DK,GasCHPPlant,312.8472000000001
2040,DK,GasCHPPlant,131.32098000000005
2020,UK,GasCHPPlant,114.0506043533361
2030,UK,GasCHPPlant,186.9593073914481
2040,UK,GasCHPPlant,96.15981195261898
2020,NO,GasPowerPlantCC,74.92981774616531
2030,NO,GasPowerPlantCC,60.09651369599657
2040,NO,GasPowerPlantCC,25.604723599138733
2020,FR,CoalCHPPlantCC,233.95111967186023
2030,FR,CoalCHPPlantCC,150.842100242909
2040,FR,CoalCHPPlantCC,62.23364573295849
2020,UK,CoalCHPPlantCC,611.7097679618474
2030,UK,CoalCHPPlantCC,389.06335991490636
2040,UK,CoalCHPPlantCC,287.43556172715853
2030,DE,GasCHPPlantCC,79.50119840446693
2040,DE,GasCHPPlantCC,347.9958337599235
2050,DE,GasCHPPlantCC,272.1407894672107
2030,FR,GasCHPPlantCC,31.080250986927453
2040,FR,GasCHPPlantCC,91.48666000958839
2050,FR,GasCHPPlantCC,47.72890022421055
2020,NO,GasCHPPlantCC,51.68819321784894
2030,NO,GasCHPPlantCC,67.11739737078955
2040,NO,GasCHPPlantCC,53.57445995041142
2050,NO,GasCHPPlantCC,16.141560157070145
2020,DK,GasCHPPlantCC,68.31443916594955
2030,DK,GasCHPPlantCC,95.80439869277274
2040,DK,GasCHPPlantCC,119.16922499999997
2050,DK,GasCHPPlantCC,47.22876049367849
2030,UK,GasCHPPlantCC,33.49372296421428
2040,UK,GasCHPPlantCC,128.57130514844135
2050,UK,GasCHPPlantCC,91.59615616759656
2020,DE,LPGCar,1199.8439999999998
2030,DE,LPGCar,1379.8206000000002
2040,DE,LPGCar,1586.7936899999988
2020,FR,LPGCar,795.5019209718649
2030,FR,LPGCar,1008.8243096712389
2040,FR,LPGCar,1047.4288472669946
2020,NO,LPGCar,164.97855
2030,NO,LPGCar,189.72533249999995
2040,NO,LPGCar,218.18413237499996
2020,DK,LPGCar,179.97660000000008
2030,DK,LPGCar,206.97309000000007
2040,DK,LPGCar,238.01905349999979
2020,UK,LPGCar,561.8449297496285
2030,UK,LPGCar,821.4129789780003
2040,UK,LPGCar,673.2835117471795
